Cat,SubCat,Comments,Sign_Text,Arrow_Direction,Sign_ID,Street,Street_Address,X_Street,Corner,Distance_Along_Street,Distance_From_Curb,Sign_Code,Grade,Traffic_Direction,Structure,Situation,Condition,Speed,Date_,Confidence,TYPE_,Sign_Definition,X,Y
Warning Signs,Object Marker,,,,75548,,,,,,,WA-36L,Diamond,WB,Standard Post,Median,Good,0,20030708,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.912523999504,49.2004740001949
Warning Signs,Object Marker,sideways on concrete barrier [label on front],,,75550,,,,,,,WA-36R,Engineering,SB,Other,Side,Good,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.912119000467,49.2010750000173
Warning Signs,Object Marker,sideways on concrete barrier [label on front],,,75551,,,,,,,WA-36R,Engineering,SB,Other,Side,Graffitii,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.912092999688,49.2010920002444
Warning Signs,Object Marker,sideways onn concrete barrier [label on front],,,75552,,,,,,,WA-36R,Engineering,SB,Other,Side,Good,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.912062999788,49.2011030002525
Warning Signs,Object Marker,sideways on concrete barrier [label on front],,,75553,,,,,,,WA-36L,Engineering,NB,Other,Side,Good,0,20030708,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.921991999702,49.2010010000511
Warning Signs,Warning Signs Misc,could not cross traffic to label,,,75554,,,,,,,WA-08B,Engineering,SB,Standard Post,Side,Good,0,20030708,,Warning,Checkerboard sign with left and right arrow,-122.922402999853,49.2005980003669
Warning Signs,Warning Signs Misc,"""5.6m""   on skytrain support; should face traffic in lane it is above [opposite]",,,75555,,,,,,,WA-27,Engineering,WB,Other,Side,Misaligned,0,20030708,,Warning,Low Clearance Sign (on low structure - rectangle),-122.924155999325,49.2009590002852
Warning Signs,Warning Signs Misc,on overpass,,,75557,,,,,,,WA-01L,Engineering,WB,Lamp Standard,Side,Good,0,20030708,,Warning,Sharp left turn (square-cornered arrow),-122.927795000097,49.2016519998941
Warning Signs,Warning Signs Misc,on overpass,,,75559,,,,,,,WA-08R,Engineering,NB,Standard Post,Side,Good,0,20030708,,Warning,Checkerboard sign with right arrow,-122.928409000059,49.2013759996454
Warning Signs,Warning Signs Misc,on overpass,,,75560,,,,,,,WA-08L,Engineering,WB,Lamp Standard,Side,Good,0,20030708,,Warning,Checkerboard sign with left arrow,-122.928381000333,49.2012799997139
Warning Signs,Warning Signs Misc,on overpass,,,75561,,,,,,,WA-01R,Engineering,NB,Standard Post,Side,Good,0,20030708,,Warning,Sharp right turn (square-cornered arrow),-122.927783000265,49.200951999558
Warning Signs,Object Marker,on concrete  barrier; scraped [don't replace],,,75563,,,,,,,WA-36R,Engineering,NB,Other,Side,Damaged,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.92718499961,49.200713000314
Warning Signs,Object Marker,on concrete barrier,,,75564,,,,,,,WA-36R,Engineering,NB,Other,Side,Good,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.927054999861,49.2006910003304
Warning Signs,Object Marker,on concrete barrier; scatched [don't replace],,,75565,,,,,,,WA-36R,Engineering,NB,Other,Side,Damaged,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.927019000154,49.200679000343
Warning Signs,Object Marker,on concrete barrier,,,75566,,,,,,,WA-36R,Engineering,NB,Other,Side,Good,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.926989000013,49.2006730004061
Warning Signs,Object Marker,scraped slightly; on concrete barrier,,,75567,,,,,,,WA-36R,Engineering,NB,Other,Side,Good,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.926951999697,49.2006739997776
Warning Signs,Object Marker,on  concrete barrier,,,75568,,,,,,,WA-36R,Engineering,NB,Other,Side,Good,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.926918000642,49.2006699996477
Warning Signs,Object Marker,on concrete barrier,,,75569,,,,,,,WA-36R,Engineering,NB,Other,Side,Good,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.926884000625,49.2006620001953
Warning Signs,Object Marker,on concrete barrier,,,75570,,,,,,,WA-36R,Engineering,NB,Other,Side,Good,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.926849000113,49.2006520004433
Warning Signs,Warning Signs Misc,too high to label,,,75571,,,,,,,WA-18L,Engineering,EB,Lamp Standard,Side,Good,0,20030708,,Warning,Railway Crossing Ahead (lower left to upper right),-122.924175000074,49.2001179995516
Warning Signs,Object Marker,on concrete barrier,,,75572,,,,,,,WA-36R,Engineering,SB,Other,Side,Good,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.923480999633,49.2000019998814
Warning Signs,Object Marker,bent around end of concrete barrier,,,75573,,,,,,,WA-36R,Engineering,SB,Other,Side,Damaged,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.923446000267,49.1999839995733
Warning Signs,Object Marker,on concrete barrier; a bit scraped but fine,,,75574,,,,,,,WA-36R,Engineering,SB,Other,Side,Good,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.923434000653,49.1999809997812
Warning Signs,Object Marker,on concrete barrier,,,75575,,,,,,,WA-36R,Engineering,WB,Other,Side,Graffitii,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.923412000419,49.1999489996914
Warning Signs,Object Marker,a bit scraped but fine; on concrete barrier,,,75576,,,,,,,WA-36R,Engineering,WB,Other,Side,Good,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.923423000169,49.199906999812
Warning Signs,Object Marker,"tied onto concrete barrier, some stickers on it",,,75577,,,,,,,WA-36L,Engineering,NB,Other,Side,Other,0,20030708,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.923009999371,49.2001010004445
Warning Signs,Warning Signs Misc,on overpass,,,75578,,,,,,,WA-02L,Engineering,EB,Lamp Standard,Side,Stickers,0,20030708,,Warning,Mid left turn (90 degree curve arrow),-122.914628999656,49.1993860000574
Warning Signs,Object Marker,on concrete barrier,,,75579,,,,,,,WA-36R,Engineering,SB,Other,Side,Dirty,0,20030708,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.901200999859,49.2331099998561
Warning Signs,Object Marker,on concrete barrier,,,75581,,,,,,,WA-36L,Engineering,SB,Other,Side,Good,0,20030708,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.901255000444,49.2330840002707
Warning Signs,Object Marker,on concrete barrier; a bit scratched,,,75583,,,,,,,WA-36L,Engineering,SB,Other,Side,Damaged,0,20030708,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.901312000055,49.2330549997069
Warning Signs,Object Marker,up high rather than usual [low] height,,,75584,,,,,,,WA-36L,Engineering,NB,Standard Post,Median,Good,0,20030708,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.901412000378,49.2329550003027
Warning Signs,Warning Signs Misc,,,,75586,,,,,,,WA-08,Engineering,SB,Standard Post,Side,Graffitii,0,20030708,,Warning,Checkerboard sign,-122.898710999477,49.2296830004306
Warning Signs,Warning Signs Misc,,,,75588,,,,,,,WB-01,Engineering,SB,Standard Post,Side,Graffitii,0,20030813,,Warning,Stop Ahead,-122.898633999576,49.2286129998218
Warning Signs,No Exit,,,,75590,,,,,,,WA-NW-02,Engineering,EB,Standard Post,Side,Good,0,20030813,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.896055000586,49.2314609995606
Warning Signs,No Exit,,,,75591,,,,,,,WA-NW-02,Engineering,SB,Standard Post,Side,Dirty,0,20030813,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.897718999794,49.2349100002585
Warning Signs,Warning Signs Misc,,,,75592,,,,,,,WC-05,Engineering,EB,Lamp Standard,Side,Dirty,0,20030813,,Warning,Slippery When Wet sign (sliding car),-122.896862999764,49.2353349997021
Warning Signs,No Exit,too high to label,,,75593,,,,,,,WA-NW-02,Engineering,NB,Standard Post,Side,Faded,0,20030813,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.894913000377,49.2331149997091
Warning Signs,No Exit,too high to label,,,75594,,,,,,,WA-NW-02,Engineering,WB,Standard Post,Side,Good,0,20030813,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.89327400005,49.2323869999161
Warning Signs,Warning Signs Misc,,,,75595,,,,,,,WA-08,Engineering,SB,Standard Post,Side,Good,0,20030813,,Warning,Checkerboard sign,-122.89426500064,49.2317830000859
Warning Signs,Warning Signs Misc,a bit dirty [one stripe] but fine,,,75596,,,,,,,WA-08R,Engineering,EB,Standard Post,Side,Good,0,20030813,,Warning,Checkerboard sign with right arrow,-122.894262000596,49.2317849996839
Warning Signs,Warning Signs Misc,,,,75597,,,,,,,WA-09,Engineering,EB,Standard Post,Side,Good,0,20030813,,Warning,Chevron Alignment sign,-122.894397000408,49.2317609996952
Warning Signs,Warning Signs Misc,way too high to label,,,75598,,,,,,,WA-33R,Engineering,WB,Lamp Standard,Side,Good,0,20030813,,Warning,Lane Ends Sign (lane on right ends),-122.893541999411,49.23175999995
Warning Signs,No Exit,"too high to label; a bit scraped on one corner, but fine",,,75599,,,,,,,WA-NW-02,Engineering,WB,Standard Post,Side,Good,0,20030813,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.894829999401,49.2307320000337
Warning Signs,Object Marker,scraped on one side but okay,,,75606,,,,,,,WA-36R,Engineering,EB,Standard Post,Side,Good,0,20030813,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.890263999997,49.225494999601
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75607,,,,,,,WA-50,Engineering,NB,Standard Post,Side,Good,0,20030813,,Warning,Neighbourhood Speed Hump Sign,-122.890156999338,49.2286529999214
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75608,,,,,,,WA-50,Engineering,SB,Standard Post,Side,Good,0,20030813,,Warning,Neighbourhood Speed Hump Sign,-122.890283999367,49.2287149999097
Warning Signs,Neighbourhood Speed Hump,too high too label,,,75609,,,,,,,WA-50,Engineering,NB,Standard Post,Side,Good,0,20030813,,Warning,Neighbourhood Speed Hump Sign,-122.8914450005,49.2286860004092
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75610,,,,,,,WA-50,Engineering,SB,Standard Post,Side,Good,0,20030813,,Warning,Neighbourhood Speed Hump Sign,-122.891574999332,49.2287039996789
Warning Signs,Object Marker,a bit scraped but fine,,,75612,,,,,,,WA-36R,Engineering,WB,No-Post (Barrier),Side,Good,0,20030813,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.890675999885,49.2332100002302
Warning Signs,Object Marker,,,,75613,,,,,,,WA-36R,Engineering,NB,No-Post (Barrier),Side,Dirty,0,20030813,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.89067799983,49.2332149998857
Warning Signs,No Exit,,,,75614,,,,,,,WA-NW-02,Engineering,NB,Standard Post,Side,Good,0,20030813,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.892090999608,49.2317100001342
Warning Signs,Speed Bump,,,,75615,,,,,,,WA-221,Engineering,SB,Standard Post,Side,Good,0,20030813,,Warning,"""SPEED BUMPS SLOW"" sign (with bumps and ahead arrow)",-122.892113000364,49.2315269996044
Warning Signs,Speed Bump,,,,75616,,,,,,,WA-221,Engineering,NB,Standard Post,Side,Good,0,20030813,,Warning,"""SPEED BUMPS SLOW"" sign (with bumps and ahead arrow)",-122.892073999526,49.2297549999662
Warning Signs,Speed Bump,,,,75617,,,,,,,WA-221,Engineering,SB,Standard Post,Side,Good,0,20030813,,Warning,"""SPEED BUMPS SLOW"" sign (with bumps and ahead arrow)",-122.892090000469,49.2295850000186
Warning Signs,Speed Bump,,,,75618,,,,,,,WA-221,Engineering,NB,Standard Post,Side,Good,0,20030813,,Warning,"""SPEED BUMPS SLOW"" sign (with bumps and ahead arrow)",-122.892134999541,49.2279799997159
Warning Signs,Neighbourhood Speed Hump,,,,75619,,,,,,,WA-50,Engineering,SB,Standard Post,Side,Good,0,20030813,,Warning,Neighbourhood Speed Hump Sign,-122.889000000209,49.2284780002915
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75620,,,,,,,WA-50,Engineering,NB,Standard Post,Side,Good,0,20030813,,Warning,Neighbourhood Speed Hump Sign,-122.88886500039,49.2284539997694
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75621,,,,,,,WA-50,Engineering,NB,Standard Post,Side,Good,0,20030813,,Warning,Neighbourhood Speed Hump Sign,-122.888850000245,49.2291459997351
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75622,,,,,,,WA-50,Engineering,SB,Standard Post,Side,Good,0,20030813,,Warning,Neighbourhood Speed Hump Sign,-122.888977999666,49.2291859997095
Warning Signs,Object Marker,,,,75623,,,,,,,WA-36L,Engineering,EB,Standard Post,Median,Good,0,20030813,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.887806999896,49.2278490001229
Warning Signs,Object Marker,,,,75624,,,,,,,WA-36R,Engineering,SB,Standard Post,Median,Good,0,20030813,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.887679000181,49.2278449996788
Warning Signs,Object Marker,,,,75626,,,,,,,WA-36L,Engineering,EB,Standard Post,Median,Dirty,0,20030813,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.886859999462,49.2277430001465
Warning Signs,Object Marker,,,,75627,,,,,,,WA-36,Engineering,SB,Standard Post,Median,Dirty,0,20030813,,Warning,Object Marker (pass on either side),-122.886771999911,49.2278229996455
Warning Signs,Object Marker,dirty; should face EB but faces SB,,,75628,,,,,,,WA-36L,Engineering,EB,Standard Post,Median,Misaligned,0,20030813,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.886353999736,49.2282080001734
Warning Signs,Object Marker,,,,75629,,,,,,,WA-36R,Engineering,SB,Standard Post,Median,Dirty,0,20030813,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.886287000075,49.2282750002128
Warning Signs,No Exit,,,,75630,,,,,,,WA-NW-02,Engineering,NB,Standard Post,Side,Good,0,20030813,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.887489999564,49.2316919999624
Warning Signs,No Exit,,,,75631,,,,,,,WA-NW-02,Engineering,NB,Standard Post,Side,Good,0,20030813,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.887616000532,49.2316720002223
Warning Signs,No Exit,too high to label,,,75632,,,,,,,WA-NW-02,Engineering,NB,Standard Post,Side,Dirty,0,20030813,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.888169999365,49.2316690000144
Warning Signs,No Exit,,,,75633,,,,,,,WA-NW-02,Engineering,NB,Standard Post,Side,Good,0,20030813,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.889520999754,49.231677999888
Warning Signs,No Exit,,,,75634,,,,,,,WA-NW-02,Engineering,NB,Standard Post,Side,Graffitii,0,20030815,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.894113999596,49.2357730002305
Warning Signs,Warning Signs Misc,,,,75636,,,,,,,WA-08B,Engineering,EB,Lamp Standard,Side,Good,0,20030815,,Warning,Checkerboard sign with left and right arrow,-122.892462999382,49.2356950002537
Warning Signs,No Exit,,,,75637,,,,,,,WA-NW-02,Engineering,WB,Standard Post,Side,Good,0,20030815,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.892784999896,49.2347500003702
Warning Signs,No Exit,too high to label,,,75638,,,,,,,WA-NW-02,Engineering,NB,Standard Post,Side,Good,0,20030815,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.892780000366,49.2348500004341
Warning Signs,Warning Signs Misc,"all text, no symbol ""PREPARE TO STOP WHEN AMBER FLASHING""",,,75639,,,,,,,WB-NW-05,Engineering,EB,Sign Bridge,Overhead,Good,0,20030815,,Special New West Signs and Tabs,"""PREPARE TO STOP"" overhead sign with beacons - text only",-122.895205000252,49.2166259996079
Warning Signs,Warning Signs Misc,,,,75640,,,,,,,WA-06R,Engineering,WB,Standard Post,Side,Good,0,20030815,,Warning,Winding Road (first turn to right),-122.89474899994,49.2166629999791
Warning Signs,Warning Signs Misc,no ped access; can't label,,,75641,,,,,,,WA-08B,Engineering,EB,Standard Post,Side,Good,0,20030815,,Warning,Checkerboard sign with left and right arrow,-122.89371400052,49.2165160004249
Warning Signs,Object Marker,,,,75643,,,,,,,WA-36L,Engineering,SB,Standard Post,Median,Stickers,0,20030815,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.894652000463,49.214410999587
Warning Signs,Object Marker,no ped access; can't label,,,75645,,,,,,,WA-36R,Engineering,SB,Standard Post,Side,Good,0,20030815,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.894518999663,49.2142470003451
Warning Signs,Warning Signs Misc,,,,75646,,,,,,,WA-11,Engineering,EB,Lamp Standard,Side,Good,0,20030815,,Warning,Concealed Road Sign (cross),-122.897084000354,49.219525000282
Warning Signs,Object Marker,,,,75648,,,,,,,WA-36,Engineering,SB,Lamp Standard,Median,Good,0,20030818,,Warning,Object Marker (pass on either side),-122.893964000241,49.2165999996276
Warning Signs,Object Marker,,,,75649,,,,,,,WA-36L,Engineering,SB,Standard Post,Median,Dirty,0,20030818,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.893659000199,49.2171010000657
Warning Signs,Warning Signs Misc,no ped access; can't label.  corner bent slightly but fine.,,,75650,,,,,,,WA-13R,Engineering,NB,Wooden Post,Side,Good,0,20030818,,Warning,Concealed Road Sign (T from right),-122.89305999991,49.2190190002872
Warning Signs,Object Marker,,,,75651,,,,,,,WA-36,Engineering,NB,Standard Post,Median,Good,0,20030818,,Warning,Object Marker (pass on either side),-122.892917000059,49.2198759996925
Warning Signs,Warning Signs Misc,,,,75652,,,,,,,WA-17,Engineering,NB,Standard Post,Median,Good,0,20030818,,Warning,Double Arrow Sign (go around obstruction either side),-122.892915999747,49.2198750002897
Warning Signs,Warning Signs Misc,,,,75653,,,,,,,WA-02R,Diamond,NB,Standard Post,Side,Good,0,20030818,,Warning,Mid right turn (90 degree curve arrow),-122.892889999819,49.219687000132
Warning Signs,Warning Signs Misc,,,,75655,,,,,,,WA-18,Engineering,EB,Standard Post,Side,Good,0,20030818,,Warning,Railway Crossing Ahead (perpendicular),-122.892693000234,49.2203679997283
Warning Signs,Warning Signs Misc,,,,75656,,,,,,,WA-18,Engineering,WB,Standard Post,Side,Good,0,20030818,,Warning,Railway Crossing Ahead (perpendicular),-122.892253000164,49.2205050001521
Warning Signs,Object Marker,a little dirty but okay,,,75661,,,,,,,WA-36,Engineering,SB,Standard Post,Median,Good,0,20030818,,Warning,Object Marker (pass on either side),-122.892679000377,49.2223609999034
Warning Signs,No Exit,,,,75662,,,,,,,WA-NW-02,Engineering,WB,Standard Post,Side,Dirty,0,20030818,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.895926999567,49.2228929998561
Warning Signs,No Exit,very dirty,,,75663,,,,,,,WA-NW-02,Engineering,WB,Standard Post,Side,Dirty,0,20030818,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.895966999321,49.2210330000357
Warning Signs,No Exit,,,,75664,,,,,,,WA-NW-02,Engineering,WB,Standard Post,Side,Dirty,0,20030818,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.895948000654,49.2215369997141
Warning Signs,Warning Signs Misc,very dirty,,,75665,,,,,,,WA-08B,Engineering,WB,Standard Post,Side,Dirty,0,20030818,,Warning,Checkerboard sign with left and right arrow,-122.895877999341,49.2219980000659
Warning Signs,Object Marker,,,,75667,,,,,,,WA-36R,Engineering,EB,Standard Post,Side,Graffitii,0,20030822,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.902157999557,49.2061249999407
Warning Signs,Object Marker,missing top nut [easy to fix],,,75669,,,,,,,WA-36,Engineering,EB,Standard Post,Side,Foundation Damaged,0,20030822,,Warning,Object Marker (pass on either side),-122.901339999712,49.2066809995666
Warning Signs,Warning Signs Misc,on gate,,,75671,,,,,,,WA-09,Diamond,NB,Other,Side,Good,0,20030822,,Warning,Chevron Alignment sign,-122.900224000201,49.2078969998487
Warning Signs,Warning Signs Misc,on gate,,,75672,,,,,,,WA-09,Diamond,NB,Other,Side,Good,0,20030822,,Warning,Chevron Alignment sign,-122.900208999349,49.2079039996201
Warning Signs,Warning Signs Misc,on gate,,,75673,,,,,,,WA-09,Diamond,NB,Other,Side,Good,0,20030822,,Warning,Chevron Alignment sign,-122.900193999772,49.2079089997371
Warning Signs,Object Marker,,,,75674,,,,,,,WA-36L,Engineering,WB,Standard Post,Median,Dirty,0,20030822,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.899872000022,49.2079829996877
Warning Signs,Object Marker,,,,75675,,,,,,,WA-36,Engineering,EB,Standard Post,Side,Good,0,20030822,,Warning,Object Marker (pass on either side),-122.899439000457,49.2082699997359
Warning Signs,Warning Signs Misc,,,,75676,,,,,,,WA-09,Diamond,WB,Lamp Standard,Side,Good,0,20030822,,Warning,Chevron Alignment sign,-122.898372999666,49.2103669997285
Warning Signs,Warning Signs Misc,too high to label,,,75677,,,,,,,WA-09,Diamond,WB,Standard Post,Side,Good,0,20030822,,Warning,Chevron Alignment sign,-122.898336000478,49.2105230003518
Warning Signs,Warning Signs Misc,,,,75678,,,,,,,WA-09,Diamond,WB,Lamp Standard,Side,Graffitii,0,20030822,,Warning,Chevron Alignment sign,-122.898280000171,49.2107639995994
Warning Signs,Warning Signs Misc,,,,75679,,,,,,,WA-05L,Engineering,WB,Lamp Standard,Side,Good,0,20030822,,Warning,Reverse Turn (first turn to left) (gentle curve),-122.898148999467,49.2108290001555
Warning Signs,Warning Signs Misc,"should be WA-8B, not WA-8",,,75680,,,,,,,WA-08,Engineering,SB,Standard Post,Side,Good,0,20030822,,Warning,Checkerboard sign,-122.897605000181,49.2109729997173
Warning Signs,Warning Signs Misc,,,,75681,,,,,,,WA-09,Engineering,EB,Standard Post,Side,Good,0,20030822,,Warning,Chevron Alignment sign,-122.89811000013,49.2103629999086
Warning Signs,Warning Signs Misc,,,,75682,,,,,,,WA-09,Engineering,EB,Standard Post,Side,Good,0,20030822,,Warning,Chevron Alignment sign,-122.898097999758,49.2102490001181
Warning Signs,Warning Signs Misc,,,,75684,,,,,,,WA-04L,Engineering,EB,Standard Post,Side,Good,0,20030822,,Warning,Reverse Turn (first turn to left) (90 degree curve),-122.898494999608,49.2094010002796
Warning Signs,Warning Signs Misc,,,,75687,,,,,,,WA-08B,Engineering,EB,Standard Post,Side,Dirty,0,20030822,,Warning,Checkerboard sign with left and right arrow,-122.900254999796,49.2100500000979
Warning Signs,Warning Signs Misc,,,,75688,,,,,,,WA-03L,Diamond,SB,Lamp Standard,Side,Good,0,20030822,,Warning,Gentle left turn,-122.899694999859,49.2101699998671
Warning Signs,Warning Signs Misc,can't label; no access,,,75690,,,,,,,WA-03L,Diamond,SB,Standard Post,Median,Good,0,20030822,,Warning,Gentle left turn,-122.899427999468,49.2101360002833
Warning Signs,Warning Signs Misc,,,,75693,,,,,,,WA-03L,Diamond,SB,Standard Post,Side,Good,0,20030822,,Warning,Gentle left turn,-122.89927199968,49.2095760002075
Warning Signs,Warning Signs Misc,,,,75694,,,,,,,WA-09,Engineering,SB,Standard Post,Side,Good,0,20030822,,Warning,Chevron Alignment sign,-122.899007999758,49.2092900000996
Warning Signs,Warning Signs Misc,,,,75695,,,,,,,WA-09,Engineering,SB,Standard Post,Side,Good,0,20030822,,Warning,Chevron Alignment sign,-122.898846000255,49.2092020004392
Warning Signs,Object Marker,on black barrier barrels; can't label,,,75696,,,,,,,WA-36L,Engineering,NB,Other,Median,Good,0,20030822,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.898673999941,49.209236000306
Warning Signs,Warning Signs Misc,"no access, can't label",,,75697,,,,,,,WA-09,Engineering,NB,Standard Post,Median,Good,0,20030822,,Warning,Chevron Alignment sign,-122.898783000536,49.2092949997355
Warning Signs,Warning Signs Misc,"no access, can't label",,,75698,,,,,,,WA-09,Engineering,NB,Standard Post,Median,Good,0,20030822,,Warning,Chevron Alignment sign,-122.89883699962,49.2093329999719
Warning Signs,Warning Signs Misc,"no access, can't label",,,75699,,,,,,,WA-09,Engineering,NB,Standard Post,Median,Good,0,20030822,,Warning,Chevron Alignment sign,-122.898900999741,49.2093869998649
Warning Signs,Warning Signs Misc,"no access,  can't label",,,75700,,,,,,,WA-09,Engineering,NB,Standard Post,Median,Good,0,20030822,,Warning,Chevron Alignment sign,-122.898939000499,49.2094199999596
Warning Signs,Object Marker,"no access, can't label",,,75701,,,,,,,WA-36R,Engineering,NB,Wooden Post,Side,Good,0,20030822,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.898819000635,49.2095050002487
Warning Signs,Warning Signs Misc,"getting old, rusty edges, rust bubbles",,,75702,,,,,,,WB-01,Engineering,EB,Standard Post,Side,Damaged,0,20030822,,Warning,Stop Ahead,-122.89952499933,49.2090409998613
Warning Signs,Object Marker,"doesn't face road,  lots of graffitti",,,75705,,,,,,,WA-36R,Engineering,WB,No-Post (Barrier),Side,Graffitii,0,20030822,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.902880000495,49.2076509998093
Warning Signs,Object Marker,,,,75706,,,,,,,WA-36R,Engineering,EB,No-Post (Barrier),Side,Graffitii,0,20030822,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.902691999431,49.2074860001329
Warning Signs,Object Marker,faces away from road,,,75707,,,,,,,WA-36R,Engineering,WB,No-Post (Barrier),Side,Graffitii,0,20030822,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.902623000244,49.2074390000451
Warning Signs,Warning Signs Misc,"no access, couldn't label",,,75710,,,,,,,WA-09,Engineering,SB,Lamp Standard,Median,Good,0,20030827,,Warning,Chevron Alignment sign,-122.945266999799,49.1999849996252
Warning Signs,Object Marker,no access; couldn't label,,,75711,,,,,,,WA-36,Engineering,EB,Lamp Standard,Median,Good,0,20030827,,Warning,Object Marker (pass on either side),-122.945395000507,49.1999169999415
Warning Signs,Warning Signs Misc,"no access, can't label",,,75712,,,,,,,WA-35L,Engineering,EB,Lamp Standard,Median,Good,0,20030827,,Warning,Added Lane Sign (lane added from left),-122.94539599983,49.1999170004139
Warning Signs,Object Marker,"no access, can't label",,,75714,,,,,,,WA-36,Engineering,EB,Standard Post,Median,Good,0,20030827,,Warning,Object Marker (pass on either side),-122.943587000356,49.2005289999559
Warning Signs,Object Marker,"no access, can't label",,,75716,,,,,,,WA-36,Engineering,EB,Standard Post,Median,Good,0,20030827,,Warning,Object Marker (pass on either side),-122.94250000013,49.2011230003655
Warning Signs,Warning Signs Misc,4.4 m,,,75728,,,,,,,WA-27,Engineering,EB,Other,Overhead,Dirty,0,20030827,,Warning,Low Clearance Sign (on low structure - rectangle),-122.939162000456,49.2011659997433
Warning Signs,Warning Signs Misc,4.4 m,,,75729,,,,,,,WA-27,Engineering,WB,Other,Overhead,Dirty,0,20030827,,Warning,Low Clearance Sign (on low structure - rectangle),-122.939150000275,49.2011770000736
Warning Signs,Warning Signs Misc,,,,75737,,,,,,,WB-NW-05,Engineering,EB,Sign Bridge,Overhead,Good,0,20030827,,Special New West Signs and Tabs,"""PREPARE TO STOP"" overhead sign with beacons - text only",-122.927353000088,49.2029909997748
Warning Signs,Warning Signs Misc,under overpass; 3.4m,,,75740,,,,,,,WA-27,Engineering,EB,Other,Overhead,Good,0,20030827,,Warning,Low Clearance Sign (on low structure - rectangle),-122.927436000549,49.2017830001718
