website,kml_name,email,address2,Address,city,prov,pcode,Name,Descriptn,id,category,company,phone,fax,social_networks,summary,catname,X,Y
http://www.newwestcity.ca/database/rte/files/321%20Carnarvon%20St.pdf,,,,321 Carnarvon Street,New Westminster,BC,V3L 2P6,New St. Andrew's Presbyterian Church,"New St. Andrew's Presbyterian Church is a large red brick Victorian Gothic Revival church with a square corner tower and a partial lower level, on Carnarvon Street adjacent to its Carpenter Gothic predecessor, Old St. Andrew's Presbyterian Church. It is located in the neighbourhood of Albert Crescent, near New Westminster's historic downtown core. Built in 1888-89, the New St. Andrew's Presbyterian Church is associated with the expansion of Old St. Andrew's Presbyterian Church, which sits adjacent to this more recent building. The original St. Andrew's Presbyterian Church was the first Presbyterian church to be built in the Mainland Colony of British Columbia, and reflects the faith of the Royal Engineers who settled in the city after their disbandment in 1863. Both churches are significant for having survived the Great Fire of 1898, which devastated much of downtown New Westminster. The growing congregation necessitated the construction of this larger new church in 1888-89, and in 1922 the original church was raised and remodelled for use as a church hall and Sunday school. The New St. Andrew's Presbyterian Church is of architectural significance as a fine representative of the Victorian Gothic Revival style. The interior is particularly noteworthy - a soaring space with Douglas Fir hammer beams connected by tension bars, native cedar wood-lined ceiling and a stained-glass rose window that forms a backdrop for the organ. At the west end is a gallery with a carved wooden balustrade.",213,3,,,,-1,"Built in 1888-89, the New St. Andrew's Presbyterian Church is associated with the expansion of Old St. Andrew's Presbyterian Church, which sits adjacent to this more recent building.",Heritage,-122.905692437468,49.2061842764404
http://www.newwestcity.ca/database/rte/files/632%20Carnarvon%20St.pdf,,,,632 Carnarvon Street,New Westminster,BC,V3M 1E3,New Westminster Courthouse,"The New Westminster Courthouse is a large three-storey red brick and stone Romanesque Revival building. It occupies a commanding hillside site and is a visually dominating presence on Carnarvon Street. The New Westminster Courthouse is symbolic of the administration of justice during the province's early years. As the first capital of British Columbia and a prominent commercial centre, New Westminster was vital in the establishment of order in the colony, and remained an important administrative centre. In 1860, the first court house was erected, a one-storey building with a canvas ceiling. This was replaced by a new structure in Market Square in 1873. In 1890-91, this imposing new brick and stone court house was built, located uphill from the city's commercial centre. In 1891, it was opened at the Spring Assizes with due ceremony by Sir Matthew Baillie Begbie, B.C.'s first judge and first Chief Justice. The interior of the courthouse was destroyed in the Great Fire of 1898 but the building was reconstructed in 1899 to the same general plan. The New Westminster Courthouse is valued as one of the most significant institutional projects designed by George William Grant (1852-1925), a prolific architect who designed many of the buildings in downtown New Westminster, both before and after the Great Fire in 1898.",215,3,,,,-1,"The New Westminster Courthouse is symbolic of the administration of justice during the province's early years. As the first capital of British Columbia and a prominent commercial centre, New Westminster was vital in the establishment of order in the colony, and remained an important administrative centre.",Heritage,-122.909581309265,49.2034775528268
http://www.newwestcity.ca/database/rte/files/416%20Oak%20St.pdf,,,,416 Oak Street,New Westminster,BC,V3L 1R6,Newton Residence,"The Newton Residence is a one-storey, wood-frame Victoria-era residence on the west side of Oak Street in the historic Queen’s Park neighbourhood in New Westminster. Originally a two-storey house, the top floor was removed in 1986. The Newton Residence is valued as a representation of New Westminster’s Victorian-era residential development and subsequent adaptations to suit changing owners and situations. At the time of its construction, New Westminster was beginning to emerge as an economic and industrial centre. Local growth was facilitated by the completion of the Westminster & Vancouver Tramway in 1891, which linked Vancouver to New Westminster. The house was built circa 1892 for E. Newton, and is an example of the housing built for those residents who worked in the rapidly-developing downtown. By 1939, the house was owned by Francis William Purvis (1887-1981), a retail clerk at M.J. Phillips, a local gentleman’s clothing store, who resided briefly in the house while his new home was being built at the back of the lot facing Fourth Street. It was intended that this house would be demolished, but it was retained, and objections from neighbours led to the demolition of its second storey in 1986.",216,3,,,,-1,The Newton Residence is valued as a representation of New Westminster's Victorian-era residential development and subsequent adaptations to suit changing owners and situations.,Heritage,-122.914519858652,49.2124833519412
http://www.newwestcity.ca/database/rte/files/652%20Columbia%20St.pdf,,,,652 Columbia Street,New Westminster,BC,V3M 1A8,Paramount Theatre,"The Paramount Theatre is a modest motion picture theatre building with prominent marquee and neon Paramount signage. Built on the steep slope of the south side of Columbia Street, the main commercial street in New Westminster's historic downtown core, it has a two storey form on the front facade, with three storeys at the rear. The Paramount Theatre is historically important as one of the oldest surviving motion picture theatre buildings in B.C. Established in 1903 by Frank Kerr, the Edison Theatre moved into the western half of the 1899 Dupont Block in 1910. It was common at this time to convert existing spaces into theatres rather than construct new buildings specifically for that use, as there was concern that the movies would prove to be a passing fad. In 1948 the theatre was leased to Paramount-Famous Players, who completed interior and exterior renovations, including a new neon sign with the name Paramount Theatre. The front facade recalls a period when New Westminster's downtown was still a regional commercial, retail and entertainment centre, prior to the arrival of the automobile-oriented suburban shopping malls. Downtown areas such as Columbia Street contained all essential services for the expanding population, with movie houses being an essential cultural element. The Paramount Theatre was highly significant to the community, as television was not yet widely available and movies were the main form of public entertainment. Despite its closure as a movie theatre, the Paramount continues to be used for entertainment purposes.",219,3,,,,-1,"The Paramount Theatre is historically important as one of the oldest surviving motion picture theatre buildings in B.C. Established in 1903 by Frank Kerr, the Edison Theatre moved into the western half of the 1899 Dupont Block in 1910.",Heritage,-122.90881221106,49.202258084992
http://www.newwestcity.ca/database/rte/files/435%20Third%20St.pdf,,,,435 Third Street,New Westminster,BC,V3L 2S5,Robert & Mary Cheyne Residence,"The Robert & Mary Cheyne Residence is situated at the corner of Third and Elgin Streets, in the historic Queen’s Park neighbourhood in New Westminster. It is a two-storey, wood-frame Arts and Crafts-style residence with complex multi-pitched rooflines, wraparound verandah at the front, and stained and leaded glass windows. Constructed in 1912, the Robert & Mary Cheyne Residence illustrates the Edwardian-era development of the Queen’s Park neighbourhood. The historic character of Queen’s Park is based on its consistent streetscapes of fine restored homes, augmented by mature landscaping. The Robert & Mary Cheyne Residence is also significant as a sophisticated example of the influence of the Arts and Crafts Movement on residential architecture. The generous proportions, wide verandah and large windows were considered to be very modern features, that opened up the exterior of the house to nature. The construction cost of $3,200 reflected the superior quality of craftsmanship and materials. It was built for Robert Hodgson Cheyne (1868-1960) and his wife Mary (née Macdonald, 1873-1962). Toronto-born Cheyne was employed as the Deputy Land Registrar in New Westminster",220,3,,,,-1,"Constructed in 1912, the Robert & Mary Cheyne Residence illustrates the Edwardian-era development of the Queen's Park neighbourhood. The historic character of Queen's Park is based on its consistent streetscapes of fine restored homes, augmented by mature landscaping.",Heritage,-122.913962805883,49.2137827569285
,Robson Manor,,,101Third Street,New Westminster,BC,V3L 2P9,Robson Manor,"The Robson Manor was constructed in 1935 for James Goodfellow Robson, owner of the Timberland Lumber Company. It is of the unusual Colonial and Tudor Revival style with a gambrel roof, centre gable, and featuring an impressive porte-cochere all built on a granite rock foundation.",221,3,,,,-1,"The Robson Manor was constructed in 1935 for James Goodfellow Robson, owner of the Timberland Lumber Company. It is of the unusual Colonial and Tudor Revival style with a gambrel roof, centre gable, and featuring an impressive porte-cochere all built on a granite rock foundation.",Heritage,-122.907181832742,49.2085669868323
,Royal City Christian Centre,,,601Eighth Avenue,New Westminster,BC,V3M 2R2,Royal City Christian Centre,"The Royal City Christian Centre is a 2,436 square metre British Arts and Crafts style institutional building on a landscaped two hectare lot that includes playing fields and a parking lot. This sprawling one-and-one-half storey wood-frame building, clad with roughcast stucco and distinctive half-timbering, is located at the corner of Eighth Avenue and Sixth Street. The Royal City Christian Centre is of community significance as the historic location of the Loyal Protestant True Blue and Orange Home for Children, an institution founded and funded by the Loyal True Blue Association the Grand Orange Lodge of B.C. and the Ladies' Orange Benevolent Association.  The work of caring for orphaned and neglected children in New Westminster commenced in 1910 after the Loyal True Blue Lodge became aware of the need for their care. In January 1910, the Lodge adopted an orphaned child, and the Grand Lodge of the Loyal True Blue Association formed that year. The children were housed in a private home until 1913, when a house was rented to accommodate the growing numbers. Financial help was provided by many Loyal Orange Lodges throughout western Canada, and in recognition the Loyal Orange Association was given a seat on the True Blue board. By 1925, the institution was renamed the Loyal Protestant True Blue and Orange Home for Children, in recognition of the equal representation from the Loyal True Blue Association, the Grand Orange Lodge of B.C. and the Ladies' Orange Benevolent Association.",222,3,,,,-1,"The Royal City Christian Centre is of community significance as the historic location of the Loyal Protestant True Blue and Orange Home for Children, an institution founded and funded by the Loyal True Blue Association the Grand Orange Lodge of B.C. and the Ladies' Orange Benevolent Association.",Heritage,-122.925309133151,49.2160844475777
,Shiloh Sixth Avenue United Church,,,1111 Sixth Avenue,New Westminster,BC,V3M 2B7,Shiloh Sixth Avenue United Church,The Sixth Avenue United Church is significant as a community institution and represents the evolution and growth of a Methodist congregation that was first established in New Westminster in 1859.,223,3,,,,-1,The Sixth Avenue United Church is significant as a community institution and represents the evolution and growth of a Methodist congregation that was first established in New Westminster in 1859.,Heritage,-122.930113052307,49.2082161871802
http://www.newwestcity.ca/database/rte/files/815%20Milton%20St.pdf,,,,815 Milton Street,New Westminster,BC,V3M 3V2,Sidney & Ida Pearce Residence,"The Sidney & Ida Pearce Residence is a two-storey, wood-frame Queen Anne Revival-style house located at the corner of Milton and Burr Streets in the historic Brow of the Hill neighbourhood in New Westminster. Raised on a tall concrete block foundation, it is distinctive for its multi-pitched rooflines, and two-storey projecting front-gabled bay. The Sidney & Ida Pearce Residence is significant as a representation of Brow of the Hill’s earliest residential development. This house was first owned by Sidney James Pearce (1848-1925). Born in England, Pearce immigrated to British Columbia circa 1886. He was employed as New Westminster’s Chief of Police and later as Health Inspector. He and his wife Ida Mary (née Lee, 1858-1935) occupied this residence from 1889 until they died, after which the family retained ownership. The Sidney & Ida Pearce Residence is additionally valued for its late Victorian-era architecture and subsequent adaptations to suit changing family needs and residential styles. Originally built as a one-storey cottage in 1889, it was raised on a concrete block foundation and a second storey was added circa 1905, denoting the owner’s need for additional space as his finances and his family grew. The Queen Anne Revival style displayed in the alterations is an example of the late persistence of its influence, at a time when public taste was beginning to embrace new and different residential styles.",224,3,,,,-1,The Sidney & Ida Pearce Residence is significant as a representation of Brow of the Hill's earliest residential development. This house was first owned by Sidney James Pearce (1848-1925).,Heritage,-122.9181781752,49.205195318101
http://www.newwestcity.ca/database/rte/files/628%20Royal%20Ave.pdf,,,,628 Royal Avenue,New Westminster,BC,V3M 1J2,St. Paul's Reformed Episcopal Church,"St. Paul's Reformed Episcopal Church is a wood-frame late Victorian era church at the corner of Royal Avenue and Seventh Street, near New Westminster's historic downtown core. Its eclectic design is distinguished by a tall square corner bell tower that is a local landmark.  St. Paul's Reformed Episcopal Church is valued for its long-term occupancy of this prominent downtown site. The original church was built in the 1880s and destroyed by the Great Fire of 1898. The present structure was designed as a replica of the original, and has been maintained at this corner site for over a century.  St. Paul's Reformed Episcopal Church is significant as a manifestation of the diversification of religious beliefs of the earlier settlers and the history of religious differences in the Anglican Church. It was dedicated in 1899 by Bishop Edward Cridge (1817-1913), the Hudson's Bay Company Chaplain and first dean of Victoria's Christ Church Cathedral. In 1872, Cridge became embroiled in a theological controversy with the Anglican Church in Victoria over the issue of ritualism. In 1874, the acrimonious conflict ended with Cridge's trial before an ecclesiastical tribunal, where he was found guilty of insubordination, a verdict later upheld by the civil courts. Cridge seceded from the Anglican Church, took the majority of the congregation with him, and founded a new congregation under the auspices of the Church Missionary Society of England.",225,3,,,,-1,St. Paul's Reformed Episcopal Church is valued for its long-term occupancy of this prominent downtown site. The original church was built in the 1880s and destroyed by the Great Fire of 1898.,Heritage,-122.911867792383,49.2047274177513
http://www.newwestcity.ca/database/rte/files/845%20Royal%20Ave.pdf,,,,845 Royal Avenue,New Westminster,BC,V3M 1K3,Telford Block,"The Telford Block is a large three-storey commercial/residential building located on the north side of Royal Avenue between McInnes and Tenth Streets, in the area of New Westminster known as the Brow of the Hill. The Telford Block, built in 1913 for J.M. Telford by contractor N. Dalrymple, is important for its aesthetic and cultural values, and particularly for its historical value in illustrating the rebuilding of the city after the Great Fire of 1898.  The Telford Block is a good typical example of commercial building in the Edwardian era, combining ground floor commercial space with residential accommodation on two floors above. The Block’s planning (the architect is noted on the Building Permit application as Daniel McAuley) allowed for an efficient central stair access to the apartments between two commercial spaces. The restrained detailing, common for standard commercial buildings of the era, employs small flourishes for the ground floor entries and fenestration, on the main face of the building, and at the parapet, for an overall handsome effect. Its brick material is important and valued for being carefully detailed.   The Telford Block’s list of residents over the decades is a valuable cultural record of the New Westminster society over the early decades of the 20th Century, and a record of the co-resident mix of working class and middle class populations, including mostly workers (millworkers, machinists, plumbers, for example), service sector workers (confectioner, attendant at the Provincial Mental Hospital, for example) and white-collar workers (transit dispatcher, for example).",226,3,,,,-1,"The Telford Block, built in 1913 for J.M. Telford by contractor N. Dalrymple, is important for its aesthetic and cultural values, and particularly for its historical value in illustrating the rebuilding of the city after the Great Fire of 1898.",Heritage,-122.917286247343,49.20237240786
http://www.newwestcity.ca/database/rte/files/217%20Ninth%20St.pdf,,,,217 Nineth Street,New Westminster,BC,V3M 3V6,Thomas and Elizabeth Turnbull House,"The Thomas & Elizabeth Turnbull Residence, located in the historic Brow of the Hill neighbourhood in New Westminster, is a Victorian-era cottage located on a steep hill overlooking the Fraser River, and is distinguished by its full-width front verandah and low-pitched, pyramidal roofline. The Thomas & Elizabeth Turnbull Residence is significant as an example of Brow of the Hill’s earliest residential development, and was the first house to be constructed on Ninth Avenue. The house is additionally significant for its associations with Scottish-born Thomas Turnbull (1860-1939) and his wife, Elizabeth (Lizzie) French Turnbull (née Stoddart, 1866-1958). Thomas was an accomplished carpenter and building contractor who built many fine homes and commercial buildings in the New Westminster area. Thomas embarked upon his impressive contracting career in 1885, which included the construction of numerous buildings throughout New Westminster and the Fraser Valley, many of which have survived to the present day. Turnbull acted as the City Building Inspector for more than ten years, until the position was abolished in 1923. His community involvement included acting as one of the first directors of the New Westminster Labour Temple, supporting trade unions, sitting on the Board of Trustees of the Carnegie Library, and joining the Knights of the Pythias, Lodge No. 6, upon its formation in 1889. Lizzie was also recognized as an honorary member of the Native Day of BC, and for her work with The Women’s Missionary Society of St. Andrew’s Presbyterian Church.",227,3,,,,-1,"The Thomas & Elizabeth Turnbull Residence is significant as an example of Brow of the Hill's earliest residential development, and was the first house to be constructed on Ninth Street.",Heritage,-122.921358869834,49.2206199423846
http://www.newwestcity.ca/database/rte/files/668%20Columbia%20St.pdf,,,,668 Columbia Street,New Westminster,BC,V3M 1A8,Trapp Block,"The Trapp Block is a wood-frame and masonry warehouse and commercial structure with a distinctive tan terra cotta front facade, located in New Westminster's historic downtown core. It was one of the tallest structures built on the south side of Columbia Street during the Edwardian-era and remains a landmark in the area. The front of the structure is six storeys high on Columbia Street; the rear facade, which faces Front Street, has seven exposed storeys. The heritage value of the Trapp Block is directly associated with the Edwardian-era development of downtown New Westminster, marking a formative period in B.C.'s resource-based economy. After the devastation of the Great Fire of 1898, the downtown was rebuilt immediately and continued to develop during the great western Canadian economic boom that preceded the First World War. The Trapp Block is a landmark structure on Columbia and Front Streets, the city's earliest and most historic area of commercial and institutional buildings. Much of the distinctive built form of Columbia and Front Streets dates from 1898 to 1913, when New Westminster was the major centre of commerce and industry for the booming Fraser Valley area, and served the local resource-based economy.  The Trapp Block is historically significant for its association with the wholesale and retail hardware firm, founded by Thomas and Samuel Trapp in New Westminster in 1880, which by 1914 was one of the largest such firms in Western Canada.",228,3,,,,-1,"The heritage value of the Trapp Block is directly associated with the Edwardian-era development of downtown New Westminster, marking a formative period in B.C.'s resource-based economy.",Heritage,-122.909143714654,49.2020806890279
http://www.newwestcity.ca/database/rte/files/221%20Ninth%20St.pdf,,,,221 Nineth Street,New Westminster,BC,V3M 3V6,Turnbull House,"The Turnbull House is a one-storey, late Victorian-era wood-frame cottage with a hipped roof. A later front-gabled, partial-width entry porch features tapered columns and half-timbering in the gable peak. It is located on Ninth Street in the Brow of the Hill neighbourhood in New Westminster.  Built circa 1888-1889, the Turnbull House is valued for its association with the earliest, Victorian-era development of historic Brow of the Hill. The neighbourhood began to develop in the late 1880s with the construction of modest homes, many of them built on a speculative or rental basis, attracting workers from the downtown area. The Turnbull House was one of the first residences built on Ninth Street. Following the war, a shortage of housing led to many of the neighbourhood’s houses being converted into apartments. The 1920s addition of a prominent front porch demonstrates the house’s evolution over time.  The house is additionally significant for its associations with Scottish-born Thomas Turnbull (1860-1939). Thomas was an accomplished carpenter and building contractor who built many fine homes and commercial buildings in the New Westminster area. After moving to New Westminster, he embarked upon an impressive contracting career, which included the construction of numerous buildings throughout New Westminster and the Fraser Valley. This house was apparently built as a rental property, as Turnbull retained ownership. Its square plan is a simplified version of the house that Turnbull built nearby for his own family.",229,3,,,,-1,"Built circa 1888-1889, the Turnbull House is valued for its association with the earliest, Victorian-era development of historic Brow of the Hill.",Heritage,-122.918812150937,49.2051283007356
http://www.newwestcity.ca/database/rte/files/431%20Fourth%20St.pdf,,,,431 Fourth Street,New Westminster,BC,V3L 1R6,W.H. Falding Residence,"The W.H. Falding Residence is a one-and-one-half storey Queen Anne Revival-style cottage with elaborate wooden detailing, including an asymmetrical front-gabled, projecting semi-octagonal bay and distinctive patterned wood siding. The house is located the east side of Fourth Street in the historic Queen’s Park neighbourhood in New Westminster. The W.H. Falding Residence is significant for its association with the late Victorian-era development of the historic Queen’s Park neighbourhood, the most affluent and desirable residential area of New Westminster. The historic character of Queen’s Park is based on its consistent streetscapes of fine restored homes, augmented by mature landscaping. Built in 1891, the W.H. Falding Residence is also valued as an excellent representation of the Queen Anne Revival style of the late Victorian era. Despite its small scale, this cottage is elaborated through the use of carpenter ornamentation that demonstrated the introduction of new technology at a time when steam-driven band saws, drills and lathes had become readily available. Typical of the Queen Anne style is the complex, irregular form, as expressed through its picturesque roofline and projecting front bay that balances the partial-width front verandah. The first owner was W.H. Falding (1858-1931), Registrar of the Supreme Court of BC, who owned the house until 1907. In the mid 1980s, the house was restored through a grant from the BC Heritage Trust and with help from the New Westminster Heritage Preservation Society. It was designated as a municipal heritage site in 1985.",230,3,,,,-1,"The W.H. Falding Residence is significant for its association with the late Victorian-era development of the historic Queen's Park neighbourhood, the most affluent and desirable residential area of New Westminster.",Heritage,-122.915233959246,49.2129156518596
http://www.newwestcity.ca/database/rte/files/111%20Fifth%20Ave.pdf,,,,111 Fifth Avenue,New Westminster,BC,V3L 2M1,Wintemute House,"The Wintemute House is a one and one-half storey Craftsman bungalow, identifiable by its full-width open verandah with grouped square columns, and side gabled roof with central front shed dormer. It is located on the quiet residential street of Fifth Avenue, near Queen's Park. Built in 1912, the Wintemute House is valued as a good example of a Craftsman bungalow, a popular residential style in the early twentieth century. Designed by Vancouver-based architect, William P. White, and constructed by local builder, Burton Smith, the style exhibits an almost complete rejection of classically inspired design details and instead features a rich textural contrast of siding and shingles and plain detailing. The character of the house is enhanced by a surviving Monkey Puzzle tree that was planted circa 1912 as one of a pair flanking the front of the house.  The Wintemute House is associated with Errol Irving Wintemute (1886-1937) and his wife, Martha Jane Wintemute (1886-1972), who lived in this house between 1912 and 1943. Irving Wintemute, who was born in New Westminster, was a mining recorder for the provincial government, with responsibilities including the orderly staking of claims and dispute resolution. Nicknamed ""Punk"", Wintemute became famous in the Royal City when he played for the New Westminster Salmonbellies Lacrosse Club, which won the 1908 Minto Cup championship. The house is also associated with Dennis and Yvonne Cocke, who were responsible for having the house designated as a Municipal Heritage Site in 1985.",232,3,,,,-1,"Built in 1912, the Wintemute House is valued as a good example of a Craftsman bungalow, a popular residential style in the early twentieth century.",Heritage,-122.911329801904,49.2160115955554
,The Gatehouse,,,319 Governors Court,New Westminster,BC,V3L 5S6,The Gatehouse,,233,3,,,,-1,,Heritage,-122.894283408558,49.2182820532019
,The Old Gaol,,,65 Richmond Street,New Westminster,BC,V3L 5P5,The Old Gaol,,234,3,,,,-1,,Heritage,-122.897122808702,49.2179315522807
,101 Agnes Street,,,101 Agnes Street,New Westminster,BC,V3L 1E4,101 Agnes Street,,239,3,,,,-1,,Heritage,-122.902192897007,49.2092352681427
,107 Agnes Street,,,107 Agnes Street,New Westminster,BC,V3L 1E4,107 Agnes Street,,240,3,,,,-1,,Heritage,-122.902406363097,49.2091185099198
,109 Agnes Street,,,109 Agnes Street,New Westminster,BC,V3L 1E4,109 Agnes Street,,241,3,,,,-1,,Heritage,-122.902406363097,49.2091185099198
,702 Salter Street,,,702 Salter Street,New Westminster,BC,V3M 5K8,702 Salter Street,,242,3,,,,-1,,Heritage,-122.937208137083,49.186042721098
,446 Buchanan Avenue,,,446 Buchanan Avenue,New Westminster,BC,V3L 3Z8,446 Buchanan Avenue,,244,3,,,,-1,,Heritage,-122.895900060064,49.2301707674509
,437 7th Street,,,437 Seventh Street,New Westminster,BC,V3M 3L3,437 7th Street,,245,3,,,,-1,,Heritage,-122.919384286629,49.2107732472742
,317 9th Street,,,317 Nineth Street,New Westminster,BC,V3M 3V6,317 9th Street,,246,3,,,,-1,,Heritage,-122.92069334903,49.2066183290784
,841 Royal Avenue,,,841 Royal Avenue,New Westminster,BC,V3M 1K3,841 Royal Avenue,,247,3,,,,-1,,Heritage,-122.917105903114,49.2024734757062
,218 St. Patrick Street,,,218 St. Patrick Street,New Westminster,BC,V3L 1P8,218 St. Patrick Street,,248,3,,,,-1,,Heritage,-122.91239249141,49.2134577464079
,235 Durham Street,,,235 Durham Street,New Westminster,BC,V3L 2W4,235 Durham Street,,249,3,,,,-1,,Heritage,-122.918899314088,49.2178049696538
,421 Oak Street,,,421 Oak Street,New Westminster,BC,V3L 1R6,421 Oak Street,,250,3,,,,-1,,Heritage,-122.914338900796,49.2129149915585
,406 8th Street,,,406 Eighth Street,New Westminster,BC,V3L 2W5,406 8th Street,,251,3,,,,-1,,Heritage,-122.920970007114,49.2082736525873
,408 8th Street,,,408 Eighth Street,New Westminster,BC,V3L 2W5,408 8th Street,,252,3,,,,-1,,Heritage,-122.921101341368,49.2083771882238
,809 4th Avenue,,,809 Fourth Avenue,New Westminster,BC,V3L 2W7,809 4th Avenue,,253,3,,,,-1,,Heritage,-122.92128991565,49.2081007116614
,1012 3rd Avenue,,,1012 Third Avenue,New Westminster,BC,V3M 1P6,1012 3rd Avenue,,254,3,,,,-1,,Heritage,-122.921729699923,49.2045546156177
https://www.sfanta-treime.org,,,,220 Carnarvon Street,New Westminster,BC,V3L 1B8,Holy Trinity Romanian Orthodox Parish,"In the past 10 years, Holy Trinity Church has been intensively renovated and adorned with 400 square meters of fresco painted by Maestro Petru Botezatu, a renowned Canadian painter of Romanian origins. The impressive wooden wall structure in front of the altar, the iconostas has been carved by hand in solid oak by Mihis Viorel in Transylvania, Romania and it features oil painted icons. The church building was originally built by the Norwegian Lutheran community in 1920s. Since then it was owned and used successively by the Catholic Archdiocese of Vancouver (1950 to 2003) and now by the Romanian Eastern Orthodox community of New Westminster (since 2003). The church can be visited each Saturday evening from 7PM or Sundays from 10AM to 2PM.",286,3,,,,-1,"Holy Trinity Romanian Orthodox Church, formerly known as Nidaros blends cultural and spiritual elements of the three communities that have succeeded during the past nine decades: Lutheran, Catholic and now Eastern Orthodox. During 2010 and 2011 it has been adorned inside with a beautiful fresco in byzantine style.",Heritage,-122.903693127857,49.2064412414851
,Holy Trinity Romanian Orthodox Parish,,,220 Carnarvon Street,New Westminster,BC,V3L1B8,Holy Trinity Romanian Orthodox Parish,"Holy Trinity Romanian Orthodox Church has accumulated in the last century and it blends in its architecture and interior art the cultural and spiritual elements of three important Christian denominations Lutheran, Catholic and Eastern Orthodox. These elements are the marks of the communities that have used the church building since its inception. The church features Gothic arches combined with Roman and Byzantine architectural elements.The interior has a 400 square meters of fresco painted in Byzantine style by Maestro Petru Botezatu. The iconostas, a wooden wall structure erected in front of the altar 9 meters wide by four meters high, has been carved in oak by a craftsman Viorel Mihis in Transylvania, Romania. The church is open for visitors each Saturday from 7pm and Sundays from 10AM to 2PM.",301,3,,,,-1,"Holy Trinity Romanian Orthodox Church has accumulated in the last century and it blends in its architecture and interior art the cultural and spiritual elements of three important Christian denominations Lutheran, Catholic and Eastern Orthodox.",Heritage,-122.903693127857,49.2064412414851
,Fraser Cemetary,,,100 Richmond Street,New Westminster,BC,V3L 4B3,Fraser Cemetary,The Fraser Cemetery overlooks the Fraser River and has served as a final resting place for locals since 1870.,366,3,,,,-1,The Fraser Cemetery overlooks the Fraser River and has served as a final resting place for locals since 1870.,Heritage,-122.897926382101,49.2219756408732
http://www.scharatzedeck.com,,,,2345 Marine Drive,New Westminster,BC,V3M 6R8,Schara Tzedeck Cemetary,"The congregation was renamed ""Schara Tzedeck"", upon being legally incorporated on June 14th 1917. In 1921 a new synagogue opened at Heatley and Pender and it was used until the end of 1947. This building had a capacity of 600. On September 13th 1945, the site of our present Synagogue was purchased, building was started in 1947 and completed by the end of September of that year. The Synagogue was officially opened on January 25th 1948. At that time it was the most modern and largest Synagogue west of Montreal. The Synagogue was designed to be a house of prayer (Bait Tefila), House of Learning (Beit Midrash), and House of Meeting (Beit Knesset). The oak Aron Kodesh which we presently see on entering the main sanctuary was built originally in about 1921 for the Synagogue at Heatley and Pender. The Congregation acquired property on October 2nd 1957, which was immediately to the north of the Synagogue.  The purpose was to accommodate offices, Classrooms, a large Auditorium, and other facilitites. Construction began in the early part of 1963 and it was completed for the High Holidays of the same year.",368,3,,,,-1,"The Schara Tzedeck Synagogue is the oldest and largest Orthodox Synagogue in Vancouver. It has been in existence since 1907, when it was known by the name of Benei Yehuda. The first services were held in a small rented home, at 14 West Cordova st. in 1910 the 'sons of Israel' purchased property at Pender street and Heatley ave., and by 1911 a Synagogue was built large enough to hold 200 worshipers.",Heritage,-122.95593954788,49.1995758420442
,Ancient and Honourable Hyack Anvil Battery,anvilbattery@senseofhistory.com,,,,,,Ancient and Honourable Hyack Anvil Battery,"Communities have always found ways to welcome visitors and to mark special days. In early British Columbia, such occasions were often marked by firing cannons, ringing bells, and three hearty cheers. But another form of recognition was used in BC and other places as well the firing of anvils! The firing of anvils as a form of salute has a long history. In BC they frequently welcomed the arrival of a new stern wheel steamboat. Here and in other places they marked special days and festivities. The process involves placing a little gunpowder between two anvils and igniting it. In the resulting explosion, the top anvil flies upward, a lot of smoke surrounds the park, and the noise is similar to cannon fire. In the late 1800s, a group of men in New Westminster fired an anvil salute to the sovereign when other more recognized means were not available. That annual salute, continued from that time until today, is now carried out by the renowned Ancient and Honourable Hyack Anvil Battery, to mark Victoria Day in honour of the reigning monarch and the memory of Queen Victoria. The salute has also been fired on special occasions such as a visit by Royalty, and the shots are always carried out in a formal, dignified manner as befits a proper salute. Don't miss this proud group in scarlet uniforms reminiscent of an early fire brigade, as they proudly continue an important part of the local cultural heritage and history.",377,3,,,,-1,The Ancient and Honourable Hyack Anvil Battery traces its roots to the 1880s and the community's desire to salute and honour the reigning monarch. Watch for regal and vice regal salutes during the year with the highlight being the traditional 21 gun salute on Victoria Day.,Heritage,-122.910351433646,49.2242031354129
,New Westminster Historical Society,nwhistsoc@senseofhistory.com,,,,,,New Westminster Historical Society,"The New Westminster Historical Society, since it started in 1976, has held a wide variety of presentations and talks, mostly connected to some aspect of the history of the City of New Westminster. The majority of the presentations are illustrated, and many have items on display that augment or explain the topic. Membership in the group is open to anyone interested in history, but all meetings are free and open to the public. The group meets once a month on the 3rd Wednesday, starting at 7:30 pm in the New Westminster Public Library auditorium in uptown New Westminster, and there is no need to pre-register. A monthly newsletter includes programming information as well as stories, photos, and other related materials and information. Membership, which includes the newsletter plus four additional special issues each year, is $10 and the newsletters can be received by email or regular post. For anyone, young or old, who enjoys hearing about local history in a comfortable, welcoming setting, with topics connected to a myriad of community items, the New Westminster Historical Society is definitely a group to look into.",380,3,,604-526-6113,,-1,The New Westminster Historical Society began in the spring of 1976 and has met monthly primarily at the New Westminster Public Library auditorium ever since. The meetings at the Library do not have a business component just a presentation that usually centers on the history and heritage of New Westminster.,Heritage,-122.895456600152,49.2145951866896
