NwID,FULLADDR1
4670000,910 LAUREL ST
13314022,711 CRANE PL
13940000,314 MERCER ST
4844000,923 LADNER ST
11187000,823 SANGSTER PL
15455001,2234 EIGHTH AVE
8064000,1410 SIXTH AVE
13650000,805 BOYD ST
10662000,228 DURHAM ST
6353000,380 THIRTEENTH ST
10169000,813 DUBLIN ST
9682000,1414 EDINBURGH ST
16010907,1406 THIRD AVE
11153000,40 E TENTH AVE
6085000,316 PINE ST
1368000,111 FIRST ST
590000,60 EIGHTH ST
7643000,1814 SEVENTH AVE
11716000,817 SIXTH ST
8726000,1010 SIXTH AVE
15371000,2150 HAMILTON ST
7798000,731 TWENTIETH ST
9929000,1817 EIGHTH AVE
5471000,609 ROBSON AVE
4601000,409 SHERBROOKE ST
13153001,322 JOHNSTON ST
12924000,216 CAMPBELL ST
12535005,212 DAWE ST
1632000,436 GLENBROOK DR
16246908,EWEN AVE
6263002,1026 CORNWALL ST
10175000,905 DUBLIN ST
3101000,510 KELLY ST
7263000,
4702000,231 E EIGHTH AVE
1354000,119 ROYAL AVE
13260000,317 BOYNE ST
14362001,1320 SOUTH DYKE RD
13317022,325 MCGILLIVRAY PL
8946000,1018 SEVENTH AVE
4326000,413 ALBERTA ST
9463000,818 HENLEY ST
10858000,613 FIFTH ST
5047000,835 JACKSON CRES
16249820,2238 HAMILTON ST
12700525,1415 SOUTH DYKE RD
789000,200 ROYAL AVE
13170300,529 EWEN AVE
5739000,228 NINTH ST
14600569,200 JENSEN ST
9679000,1428 EDINBURGH ST
12410003,1218 SALTER ST
17508000,1810 SIXTH AVE
8044000,1411 NANAIMO ST
10018000,1912 TENTH AVE
4227000,469 CUMBERLAND ST
3813000,368 ALBERTA ST
17511111,200 KEARY ST
5402000,122 THIRD AVE
4371000,310 ARCHER ST
15620000,2126 LONDON ST
1505000,641 E COLUMBIA ST
9924000,1807 EIGHTH AVE
6254000,1025 THIRD AVE
7693001,1702 NANAIMO ST
11636000,251 OSBORNE AVE
12548000,238 HUME ST
12712000,1037 SALTER ST
11712000,813 SIXTH ST
6221002,306 GILLEY ST
7086000,431 FIFTH ST
15628000,2107 DUBLIN ST
1377000,119 FIRST ST
9413000,1119 LONDON ST
13240200,366 PEMBINA ST
13521000,1135 EWEN AVE
16070961,138 BRUNETTE AVE
6438000,331 EIGHTH ST
9433000,1121 EIGHTH AVE
629000,607 VICTORIA ST
5451001,311 LIVERPOOL ST
2910000,447 GARRETT ST
6181001,311 ASH ST
16246911,418 BOYNE ST
10749000,234 PRINCESS ST
7919000,1401 HAMILTON ST
9736000,1527 DUBLIN ST
11609000,931 FOURTH ST
4776000,833 BURNABY ST
12967000,238 WOOD ST
11664000,830 FOURTH ST
4891000,108 E SEVENTH AVE
6479000,336 SECOND ST
4847000,917 LADNER ST
11166000,51 COURTNEY CRES
4051000,419 BUCHANAN AVE
3640000,457 E COLUMBIA ST
4287000,145 HARVEY ST
12440002,188 SPAGNOL ST
12346000,130 SPRICE ST
15685000,2119 LONDON ST
4354000,121 RICHMOND ST
9452000,829 TWELFTH ST
9434000,1119 EIGHTH AVE
13098001,329 JOHNSTON ST
4316000,622 CUMBERLAND ST
12410022,1190 SPARKS CRT
5703001,1012 THIRD AVE
11645000,837 FOURTH ST
6879000,1002 FIFTH AVE
15610000,2219 DUBLIN ST
6800000,727 FOURTH AVE
6521000,325 ARBUTUS ST
9988000,1805 LONDON ST
7846000,1806 EIGHTH AVE
8113001,1418 SIXTH AVE
5182000,821 MASSEY ST
12902000,830 EWEN AVE
12289200,36 SOUTH DYKE RD
6098501,323 FIFTH ST
12953000,205 CAMPBELL ST
7994000,1512 SEVENTH AVE
4780000,825 BURNABY ST
4554000,419 SCHOOL ST
7901000,1610 EIGHTH AVE
7799000,729 TWENTIETH ST
2934000,411 WILSON ST
16246971,BOYD ST
10035000,923 TWENTIETH ST
3486000,337 KEARY ST
1697000,470 GLEN CRT
4069000,453 E EIGHTH AVE
12700549,1458 SALTER ST
518000,12 ROYAL AVE
15393000,2020 HAMILTON ST
4991000,144 E TENTH AVE
10178000,911 DUBLIN ST
13252000,333 BOYNE ST
3795000,100 RICHMOND ST
12942001,237 CAMPBELL ST
15300001,2130 MARINE WAY
9594000,914 HILL ST
15582000,2302 DUBLIN ST
15800000,2014 MARINE WAY
9751000,1534 LONDON ST
9595000,916 HILL ST
2996000,448 WILSON ST
11474000,241 OSBORNE AVE
3728007,322 WELLS GRAY PL
13131001,363 JOHNSTON ST
7244000,130 E COLUMBIA ST
7791000,715 TWENTIETH ST
1096000,121 ELEVENTH ST
15524000,2028 DUBLIN ST
4213000,132 CARROLL ST
7919001,728 FOURTEENTH ST
5740000,230 NINTH ST
6840000,910 ST. ANDREWS ST
4651000,913 CHESTNUT ST
4551000,413 SCHOOL ST
12678050,223 PHILLIPS ST
10804000,407 SEVENTH AVE
13314010,713 RENNIE PL
609000,50 LORNE ST
3664000,447 E COLUMBIA ST
9645000,1406 LONDON ST
5802500,620 THIRD AVE
11720000,823 SIXTH ST
7885001,1726 HAMILTON ST
11307000,32 TENTH AVE
12700561,162 PIER PL
8842000,531 FOURTEENTH ST
9126000,712 TWELFTH ST
12440025,1279 SOUTH DYKE RD
7639000,1809 NANAIMO ST
6741000,411 FOURTH AVE
6001000,105 THIRD AVE
12489023,1228 ECKERT AVE
13314028,320 WOOD ST
9648000,1403 DUBLIN ST
15713000,936 LONDON PL
4627000,921 LAUREL ST
2805000,402 KELLY ST
226000,774 COLUMBIA ST
12547000,240 HUME ST
9814000,1632 LONDON ST
3728005,330 WELLS GRAY PL
1643000,480 GLENBROOK DR
11376000,124 OVENS AVE
4278000,152 HARVEY ST
3436000,329 SIMPSON ST
12641000,1305 EWEN AVE
10601000,121 DURHAM ST
10079000,1917 EDINBURGH ST
6316000,321 THIRTEENTH ST
11196000,57 E EIGHTH AVE
11684000,925 FIFTH ST
9945000,1809 EDINBURGH ST
4054000,431 BUCHANAN AVE
6644000,403 THIRD ST
13314024,722 CRANE PL
12733000,236 JARDINE ST
9066000,1111 NANAIMO ST
11584000,317 NINTH AVE
7904000,1615 HAMILTON ST
1428001,504 ST. GEORGE ST
6014000,319 SECOND ST
14600544,240 BROOKES ST
9127000,716 TWELFTH ST
15327000,2328 TRAPP RD
6027000,315 OLIVER ST
6464000,234 FOURTH AVE
9462000,1101 EDINBURGH ST
13186503,361 PEMBINA ST
4107000,430 RICHMOND ST
3216000,88 RICHMOND ST
12410042,1152 SALTER ST
13972007,255 CAMATA ST
11028000,707 EIGHTH ST
12700607,141 DOCKSIDE CRT
4053000,427 BUCHANAN AVE
1391000,102 QUEENS AVE
6435000,740 FOURTH AVE
4270000,472 DIXON ST
14542000,280 FURNESS ST
4198000,558 AMESS ST
16200903,2326 LONDON ST
12700570,1439 SOUTH DYKE RD
9628000,1405 LONDON ST
4995000,137 RICKMAN PL
13067000,241 FENTON ST
7709000,1724 SEVENTH AVE
8405000,113 FIFTH AVE
3954000,342 BLAIR AVE
16200905,2314 EDINBURGH ST
6779000,609 FOURTH AVE
9643000,1414 LONDON ST
10115000,933 TENTH ST
7646000,1806 SEVENTH AVE
29104000,321 HOWES ST
15343000,2312 MARINE DR
15653000,2035 DUBLIN ST
8063000,1414 SIXTH AVE
5832000,304 THIRD AVE
6965000,1211 CAMERON ST
1533000,309 HOLMES ST
8981000,1188 EIGHTH AVE
5703002,1010B THIRD AVE
11678000,930 FOURTH ST
4910000,605 ALLISON PL
7689001,1613 SIXTH AVE
3077000,520 E COLUMBIA ST
6153000,337 SIXTH ST
10186000,916 DUBLIN ST
7722000,1620 SEVENTH AVE
2928000,423 WILSON ST
3399000,330 ALBERTA ST
3711001,505 MCDONALD ST
15802000,2018 MARINE WAY
8424000,119 REGINA ST
12410025,1166 SPARKS CRT
10586000,112 EIGHTH AVE
14601000,240 SALTER ST
1118002,135 TENTH ST
12415000,1128 SOUTH DYKE RD
14568000,263 FURNESS ST
3872000,304 RICHMOND ST
14600518,222 JENSEN ST
11614000,314 TENTH AVE
13078000,251 PEMBINA ST
11666000,834 FOURTH ST
15579000,2316 DUBLIN ST
5410000,108 COLLEGE CRT
9119000,707 THIRTEENTH ST
3317000,118 MINER ST
9633000,1423 LONDON ST
7835000,1839 HAMILTON ST
3482000,330 KEARY ST
7738000,1629 NANAIMO ST
12739000,208 JARDINE ST
19226000,796 COLUMBIA ST
6257001,1028 OXFORD ST
1411000,529 QUEENS AVE
13129000,
14600572,233 SALTER ST
12678020,229 PHILLIPS ST
6090000,417 THIRD AVE
670001,838 ROYAL AVE
3776000,565 E COLUMBIA ST
3966000,333 BUCHANAN AVE
13372000,816 BOYD ST
9116000,1202 SEVENTH AVE
2835000,452 KELLY ST
12747000,1130 EWEN AVE
4811000,921 SURREY ST
3164000,509 WILSON ST
5794000,227 ASH ST
3864000,343 SIMPSON ST
4260000,132 HARVEY ST
11611000,935 FOURTH ST
9420000,926 HENLEY ST
11663000,828 FOURTH ST
3834000,339 ALBERTA ST
7751000,1815 SEVENTH AVE
13234000,350 PEMBINA ST
5423000,209 SECOND ST
6120000,311 SEVENTH ST
10091000,1936 EDINBURGH ST
14202000,2 FRONT ST
1651000,465 GLENBROOK DR
3816000,374 ALBERTA ST
10751000,233 PRINCESS ST
11456501,200 OSBORNE AVE
12535017,215 HUME ST
14535000,221 HOLLY AVE
2886000,444 FADER ST
1403000,801 COLUMBIA ST
4726000,826 SCOTT ST
12696001,238 PHILLIPS ST
10515000,624 COLBORNE ST
13317011,342 MCGILLIVRAY PL
7864000,1606 HAMILTON ST
9852000,1703 LONDON ST
10020000,1906 TENTH AVE
9120000,1213 SEVENTH AVE
3105000,518 KELLY ST
12976000,634 EWEN AVE
9375000,928 TENTH ST
6044001,319 THIRD ST
6280000,1025 CORNWALL ST
12801502,
4617000,934 CHILLIWACK ST
13089501,227 PEMBINA ST
5770000,225 EIGHTH ST
4577000,355 RICHMOND ST
9008000,1019 HAMILTON ST
12717000,1027 SALTER ST
15477000,2237 EIGHTH AVE
8553000,521 FIFTH ST
3335000,325 CUMBERLAND ST
11756000,907 SIXTH ST
7634000,1810 NANAIMO ST
13258000,321 BOYNE ST
12331000,840 SOUTH DYKE RD
2980000,431 ROUSSEAU ST
419000,335 CARNARVON ST
16070919,26 E COLUMBIA ST
9728000,1514 DUBLIN ST
5150000,828 MASSEY ST
3261000,79 MINER ST
10248000,919 EIGHTH AVE
6695000,435 THIRD ST
14600576,225 SALTER ST
9745000,1506 LONDON ST
12927000,728 EWEN AVE
7900000,1614 EIGHTH AVE
1321000,71 SIXTH ST
4688000,930 CHESTNUT ST
8840000,523 HOLLAND ST
4631000,933 LAUREL ST
3874000,379 KEARY ST
5041000,912 JACKSON CRES
7856000,704 SIXTEENTH ST
12700509,1316 SALTER ST
5219000,822 CHESTNUT ST
4585000,340 E EIGHTH AVE
12489004,1233 SALTER ST
8372000,1714 SIXTH AVE
6165000,301 SIXTH ST
13172000,539 EWEN AVE
7827000,728 NINETEENTH ST
1657000,441 GLENBROOK DR
3433000,323 SIMPSON ST
9409000,915 TWELFTH ST
4314000,630 CUMBERLAND ST
3858000,359 SIMPSON ST
1527000,635 E COLUMBIA ST
8511000,317 REGINA ST
3239000,78 SEYMOUR CRT
9186000,1301 SIXTH AVE
2912000,441 GARRETT ST
7809000,728 BOWLER ST
10646000,213 SEVENTH AVE
6350000,381 FOURTEENTH ST
6632000,426 FIRST ST
3021000,415 BRUNETTE AVE
10126000,812 TENTH AVE
8987502,1104 EIGHTH AVE
10443000,615 COLBORNE ST
14563000,283 FURNESS ST
423000,338 AGNES ST
15518000,2027 EIGHTH AVE
12655000,1267 EWEN AVE
16200909,745 TWENTY-SECOND ST
3824000,359 ALBERTA ST
6506001,332 FIRST ST
10225000,908 EDINBURGH ST
3917000,377 HOSPITAL ST
12549505,208 HUME ST
9823000,926 SIXTEENTH ST
5229000,324 CHURCHILL AVE
15500000,2135 EIGHTH AVE
11450000,215 EIGHTH AVE
3398000,328 ALBERTA ST
83000,1000 COLUMBIA ST
12440089,1363 DAN LEE AVE
2768000,417 KELLY ST
12696004,240B PHILLIPS ST
6460000,700 FOURTH AVE
11414000,114 GLOVER AVE
11431000,930 FIRST ST
7923000,1423 HAMILTON ST
13300000,333 WOOD ST
6300000,336 TENTH ST
569000,838 AGNES ST
278002,304 COLUMBIA ST
14553000,234 FURNESS ST
12489028,244 GIFFORD ST
13964024,108 STAR CRES
3009000,465 ROUSSEAU ST
11468000,240 OSBORNE AVE
8839000,529 FOURTEENTH ST
13964028,138 STAR CRES
3830000,347 ALBERTA ST
10577000,105 DURHAM ST
16246981,BOYD ST
6826000,810 ST. ANDREWS ST
428000,312 CARNARVON ST
8443000,504 SECOND ST
6471000,324 OLIVER ST
9429000,941 TWELFTH ST
13005000,217 BOYNE ST
7844000,1814 EIGHTH AVE
9759000,1507 LONDON ST
5015000,827 CUMBERLAND ST
3177000,69 JAMIESON CRT
13972022,180 EWEN AVE
4524000,302 E EIGHTH AVE
19432000,1005 EWEN AVE
15718000,955 LONDON PL
8146001,535 SIXTEENTH ST
9560000,817 FOURTEENTH ST
4452000,114 E DURHAM ST
10820000,739 FIFTH ST
792000,73 COBURG ST
9834000,1620 TENTH AVE
3868000,380 KEARY ST
3878000,372 KEARY ST
14510000,234 HOLLY AVE
12678040,225 PHILLIPS ST
10081000,1925 EDINBURGH ST
12489047,1233 ECKERT AVE
13316000,740 BOYD ST
7684000,1628 NANAIMO ST
10377000,715 COLBORNE ST
4650000,909 CHESTNUT ST
1448000,403 ST. GEORGE ST
456000,125 COLUMBIA ST
6246000,302 TENTH ST
13400000,SALTER ST
3726002,531 E COLUMBIA ST
11371000,108 OVENS AVE
16275917,2307 EIGHTH AVE
11306001,38 TENTH AVE
1044001,127 EIGHTH ST
15665001,2005 LONDON ST
6634000,436 FIRST ST
3256000,76 KWANTLEN CRT
5711000,230 MOWAT ST
3908000,364 HOSPITAL ST
13222000,601 EWEN AVE
10810000,718 FOURTH ST
4546000,347 RICHMOND ST
6642000,122 FIFTH AVE
6371000,1216 FOURTH AVE
3444000,326 SIMPSON ST
14600508,260 JENSEN ST
988000,801 ROYAL AVE
12549604,206 HUME ST
8775000,502 ELEVENTH ST
12512000,1260 EWEN AVE
833001,216 QUEENS AVE
13293000,349 WOOD ST
13185000,359 PEMBINA ST
15470000,2240 EDINBURGH ST
16246960,320 BOUNDARY RD
15665000,914 TWENTIETH ST
5275000,346 CARNEGIE ST
14517000,281 HOLLY AVE
9590000,908 HILL ST
12310047,127 HENDRY PL
10244000,829 EIGHTH AVE
12700546,1438 SALTER ST
4734000,810 SCOTT ST
4480000,136 E DURHAM ST
5000000,121 RICKMAN PL
11646000,255 SANDRINGHAM AVE
1682000,80 E SIXTH AVE
3147000,119 BRAID ST
15458000,2206 EIGHTH AVE
12700558,178 PIER PL
2920001,418 GARRETT ST
8518000,314 REGINA ST
15634000,2123 DUBLIN ST
13387000,309 LAWRENCE ST
15766000,2119 MARINE WAY
8415000,116 REGINA ST
12497008,224 SUZUKI ST
4654000,921 CHESTNUT ST
7952000,1515 SEVENTH AVE
4184000,539 GARFIELD ST
6177200,340 FIFTH ST
6929000,418 THIRTEENTH ST
12985000,602 EWEN AVE
6066000,330 THIRD ST
6268000,1010 CORNWALL ST
13166001,373 FENTON ST
3782002,322 NOOTKA ST
15454000,2236 EIGHTH AVE
4759000,242 CHESTNUT ST
2083000,435 CANFOR AVE
10627000,112 DURHAM ST
4246000,466 FISHER ST
6299000,340 TENTH ST
6005000,111 THIRD AVE
12507000,1310 EWEN AVE
2924000,430 GARRETT ST
8543000,520 FOURTH ST
3817000,376 ALBERTA ST
13964025,118 STAR CRES
4945000,116 E EIGHTH AVE
14599604,285 SALTER ST
11412000,108 GLOVER AVE
5709000,226 MOWAT ST
11238000,76 COURTNEY CRES
13151001,320 JOHNSTON ST
8560000,510 SIXTH AVE
1973000,584 COLBY ST
5213000,831 CHILLIWACK ST
14301000,60 E COLUMBIA ST
11604000,321 BLACKMAN ST
1656000,445 GLENBROOK DR
12789005,252 HAMPTON ST
12876000,234 LAWRENCE ST
4822000,823 SURREY ST
14370000,1114 SOUTH DYKE RD
8140000,521 SIXTEENTH ST
13356000,823 EWEN AVE
2920002,420 GARRETT ST
8569000,504 SIXTH ST
9544000,1219 EIGHTH AVE
6294200,
9861000,913 EIGHTEENTH ST
4050000,415 BUCHANAN AVE
5056000,826 YORK ST
9839000,1606 TENTH AVE
8989000,1028 EIGHTH AVE
10723000,620 SECOND ST
1006000,110 SEVENTH ST
3950000,332 BLAIR AVE
9905000,1722 EDINBURGH ST
13972230,320 SALTER ST
7271000,320 EDWORTHY WAY
6625000,425 SECOND ST
11489000,206 SANDRINGHAM AVE
6732002,317 FOURTH AVE
5446000,303 QUEENS AVE
826000,127 THIRD ST
10675000,307 DURHAM ST
15775001,2021 MEAD ST
1058000,823 ROYAL AVE
2905000,457 GARRETT ST
12535013,205 HUME ST
13412100,928 BOYD ST
9100000,1218 NANAIMO ST
9867000,1714 LONDON ST
6772001,422 SIXTH ST
12836000,221 HOWES ST
5479000,213 SEVENTH ST
15391000,2125 SEVENTH AVE
9153000,1307 SEVENTH AVE
9596000,913 FOURTEENTH ST
4990000,140 E TENTH AVE
12863000,802 EWEN AVE
10034000,1943 LONDON ST
400800,802 CARNARVON ST
1653000,459 GLENBROOK DR
5518000,805 MILTON ST
9762000,1506 TENTH AVE
11190000,809 SANGSTER PL
11711000,809 SIXTH ST
10711000,735 FOURTH ST
12700568,1443 SOUTH DYKE RD
11447000,221 EIGHTH AVE
5019000,815 CUMBERLAND ST
4296000,206 E SEVENTH AVE
9532000,818 TWELFTH ST
443000,218 CARNARVON ST
6612000,108 OAKLAND ST
11105000,909 COLBORNE ST
10541000,621 SECOND ST
9333000,840 TENTH ST
3353000,308 STRAND AVE
4262000,138 HARVEY ST
4689000,932 CHESTNUT ST
4275000,445 ALBERTA ST
4647000,901 CHESTNUT ST
9319002,817 HENLEY ST
9576000,1314 DUBLIN ST
6382000,329 TWELFTH ST
14532000,231 HOLLY AVE
11521000,228 NINTH AVE
7713000,1716 SEVENTH AVE
3395000,322 ALBERTA ST
7632000,1816 NANAIMO ST
7739000,1625 NANAIMO ST
12700574,177 PIER PL
5023000,107 E EIGHTH AVE
13220000,609 EWEN AVE
9380000,1014 TENTH AVE
13231002,338 PEMBINA ST
14572000,241 FURNESS ST
10049000,1901 DUBLIN ST
13243000,351 BOYNE ST
3163000,511 WILSON ST
15323000,2346 TRAPP RD
6412000,340 EIGHTH ST
11260000,71 MOTT CRES
11710000,808 FIFTH ST
11701000,813 FIFTH ST
3709000,515 MCDONALD ST
7858000,1602 HAMILTON ST
4856000,840 KENT ST
10808000,712 FOURTH ST
6726000,431 FOURTH ST
11394000,120 SINCLAIR AVE
10157000,822 LONDON ST
5755000,227 PEARCE ST
3209000,352 CUMBERLAND ST
16239000,41 OVENS AVE
4315000,626 CUMBERLAND ST
4996000,135 RICKMAN PL
9396000,1103 DUBLIN ST
9450000,811 TWELFTH ST
12410009,150 GIFFORD ST
11498000,234 SANDRINGHAM AVE
3728004,317 WELLS GRAY PL
7529000,1939 RIVER DR
5284000,810 CHERRY ST
9422000,1106 TENTH AVE
6743001,411 FIFTH ST
10220000,815 TENTH ST
3792001,605 E COLUMBIA ST
13964006,155 FAIRWEATHER LANE
15598000,2323 DUBLIN ST
13196000,352 FENTON ST
6618000,113 OAKLAND ST
13082000,239 PEMBINA ST
5752000,812 THIRD AVE
13101002,411 EWEN AVE
15511000,816 TWENTIETH ST
1544000,613 E COLUMBIA ST
643000,56 MERIVALE ST
6893001,402 ELEVENTH ST
6868000,1025 ST. ANDREWS ST
2879000,413 GARRETT ST
3132000,522 FADER ST
10624000,102 DURHAM ST
6207000,302 EIGHTH ST
8930000,1013 NANAIMO ST
5708000,224 MOWAT ST
3747000,327 HOULT ST
8737000,1009 HOWAY ST
10504000,605 FIRST ST
6881000,1010 FIFTH AVE
4045000,432 BLAIR AVE
5044000,911 JACKSON CRES
7755000,1820 HAMILTON ST
10025000,1911 LONDON ST
2929000,421 WILSON ST
9619000,1424 TENTH AVE
253000,553 FRONT ST
5435000,209 QUEENS AVE
7015000,441 NINTH ST
2766000,421 KELLY ST
12992000,236 PEMBINA ST
11627000,252 OSBORNE AVE
4890000,112 E SEVENTH AVE
11232000,54 COURTNEY CRES
14587000,255 SALTER ST
13972600,
4852000,903 LADNER ST
11145000,31 COURTNEY CRES
9158502,1310 HAMILTON ST
2794000,463 KELLY ST
14186001,12 FRONT ST
9017000,1107 HAMILTON ST
12410017,1234 PRETTY CRT
11460000,216 OSBORNE AVE
5141000,135 E EIGHTH AVE
14597000,230 SALTER ST
1629000,424 GLENBROOK DR
2457000,97 BRAID ST
15676000,2114 NINTH AVE
15438000,2118 EIGHTH AVE
15488000,2116 EDINBURGH ST
12936000,716 EWEN AVE
6631000,109 ST. PATRICK ST
6692001,232 FIFTH AVE
10854000,619 FIFTH ST
12958000,214 WOOD ST
4573000,412 SHERBROOKE ST
6636000,110 FIFTH AVE
15498000,2127 EIGHTH AVE
10861000,601 SIXTH ST
9421000,930 HENLEY ST
9809000,1617 DUBLIN ST
9464003,1102 DUBLIN ST
4613000,922 CHILLIWACK ST
3952000,336 BLAIR AVE
15366000,2203 SEVENTH AVE
3227000,63 SEYMOUR CRT
13009000,223 BOYNE ST
12640000,1309 EWEN AVE
6284000,1033 CORNWALL ST
2940000,446 GARRETT ST
15451000,2133 HAMILTON ST
9831000,1633 LONDON ST
5691000,1110 THIRD AVE
5732002,232 NINTH ST
4134000,474 E TENTH AVE
12769500,232 HAMPTON ST
9078000,1105 NANAIMO ST
694000,813 AGNES ST
109000,900 QUAYSIDE DR
8076000,1404 SIXTH AVE
4769000,911 BURNABY ST
6496000,321 SECOND ST
5287000,810 BURNABY ST
8724000,1002 SIXTH AVE
13218001,615 EWEN AVE
12395000,1116 SALTER ST
4652000,915 CHESTNUT ST
16249822,2232 HAMILTON ST
6664000,226 ST. PATRICK ST
13190000,377 PEMBINA ST
6171000,312 FIFTH ST
15722000,960 TWENTY-THIRD ST
8622000,527 ASH ST
10602000,119 DURHAM ST
3909001,366 HOSPITAL ST
10575001,101 DURHAM ST
10604000,115 DURHAM ST
416000,45 FOURTH ST
10842000,616 FOURTH ST
684000,805 AGNES ST
7852000,1811 HAMILTON ST
1506000,645 E COLUMBIA ST
9689000,1407 EIGHTH AVE
5165000,209 E EIGHTH AVE
8538000,510 FOURTH ST
4517001,336 E SIXTH AVE
11526000,212 NINTH AVE
7909000,1602 EIGHTH AVE
12700556,188 PIER PL
4100000,465 ELMER ST
5167000,810 WILLIAM ST
2948000,462 GARRETT ST
5034000,822 JACKSON CRES
3085000,523 KELLY ST
2839000,460 KELLY ST
7879001,1725 SEVENTH AVE
11494000,222 SANDRINGHAM AVE
11704000,801 SIXTH ST
16267000,520 TWENTY-FIRST ST
14596000,224 SALTER ST
12552000,345 GIFFORD ST
10417000,675 PARK CRES
2964000,445 WILSON ST
4730000,818 SCOTT ST
12963000,230 WOOD ST
555000,88 TENTH ST
12440054,1363 RAMA AVE
15554000,2109 EDINBURGH ST
9702000,1511 EIGHTH AVE
12683001,201 PHILLIPS ST
8555000,515 FIFTH ST
14406000,BOYD ST
7087000,435 FIFTH ST
16067000,466 BRUNETTE AVE
10800000,705 FIFTH ST
12489014,1236 BASRAN AVE
9507000,1210 TENTH AVE
12734000,230 JARDINE ST
2799000,453 KELLY ST
9393000,1115 DUBLIN ST
7514000,1924 SEVENTH AVE
15360000,2222 HAMILTON ST
6076000,335 FOURTH ST
1430000,510 ST. GEORGE ST
2958000,457 WILSON ST
3719001,435 BRAID ST
13263000,311 BOYNE ST
13155000,348B JOHNSTON ST
13964008,135 FAIRWEATHER LANE
1614000,MCBRIDE BLVD
15717000,954 LONDON PL
2075000,141 SPRUCE ST
12700516,184 PHILLIPS ST
4300000,726 CUMBERLAND ST
12700517,186 PHILLIPS ST
9162001,715 FOURTEENTH ST
12354300,118 CARTER ST
12521000,227 DAWE ST
9016000,1105 HAMILTON ST
11170000,67 COURTNEY CRES
1547501,310 HOLMES ST
9553000,808 THIRTEENTH ST
9418000,1101 LONDON ST
9739000,1515 DUBLIN ST
8694000,502 NINTH ST
749000,325 AGNES ST
10229501,820 EDINBURGH ST
4114000,812 WINTHROP ST
12978000,256 BOYNE ST
14600539,250 BROOKES ST
2939000,442 GARRETT ST
7725000,1612 SEVENTH AVE
3981000,340 BUCHANAN AVE
8520000,512 THIRD ST
10226000,902 EDINBURGH ST
9567000,1303 EDINBURGH ST
9058000,1110 NANAIMO ST
13317018,341 MCGILLIVRAY PL
14600573,231 SALTER ST
12962000,226 WOOD ST
9195502,1313 NANAIMO ST
15728000,2223 NINTH AVE
13205501,326 FENTON ST
9698000,1519 EIGHTH AVE
12700529,137 PHILLIPS ST
12700551,1466 SALTER ST
10036003,911 TWENTIETH ST
14502000,274 HOLLY AVE
12700523,152 PHILLIPS ST
11696002,825 FIFTH ST
11441000,241 EIGHTH AVE
10528000,607 FIRST ST
11653000,407 EIGHTH AVE
4073000,443 E EIGHTH AVE
10497000,715 FIRST ST
4447000,128 E DURHAM ST
6728000,320 FIFTH AVE
4377000,410 SHILES ST
13257001,323 BOYNE ST
6019000,207 THIRD AVE
6921000,1221 FOURTH AVE
5252000,335 CARNEGIE ST
10446000,619 COLBORNE ST
6743500,417 FIFTH ST
5263000,802 CHERRY ST
14317000,177 DUNCAN ST
4701000,804 SCOTT ST
5690000,1108 THIRD AVE
7066000,612 FIFTH AVE
9341000,1026 DUBLIN ST
10827000,721 FIFTH ST
6470000,322 OLIVER ST
12529000,209 DAWE ST
13894000,342 MERCER ST
3635000,331 WARD ST
16200955,1600 FIFTH AVE
13314016,334 WOOD ST
9469000,1116 DUBLIN ST
5867000,227 SECOND ST
9143004,742 TWELFTH ST
7833000,1831 HAMILTON ST
10502000,601 FIRST ST
3254000,72 KWANTLEN CRT
9843000,1722 TENTH AVE
10050000,1905 DUBLIN ST
3167000,503 WILSON ST
11455000,201 EIGHTH AVE
12994000,232 PEMBINA ST
11233000,58 COURTNEY CRES
10857000,615 FIFTH ST
15482000,2136 EDINBURGH ST
15384000,2109 SEVENTH AVE
12505000,1318 EWEN AVE
1471000,100 COLUMBIA ST
12993000,234 PEMBINA ST
15405000,2005 SEVENTH AVE
7922000,1419 HAMILTON ST
4299000,730 CUMBERLAND ST
6955000,1208 FIFTH AVE
12700573,181 PIER PL
3244000,73 KWANTLEN CRT
4750000,820 CHILLIWACK ST
12310044,151 HENDRY PL
15539000,2041 EDINBURGH ST
9770002,804 SIXTEENTH ST
9516000,922 TWELFTH ST
12440078,185 SPAGNOL ST
4285000,461 FISHER ST
3477001,329 KEARY ST
7524000,1924 SIXTH AVE
3204000,382 CUMBERLAND ST
5232000,835 CHERRY ST
9541000,1213 EIGHTH AVE
10636000,309 SEVENTH AVE
8135000,539 SIXTEENTH ST
11435000,120 TENTH AVE
4276000,441 ALBERTA ST
7781000,715 BOWLER ST
12700506,1346 SALTER ST
12839000,231 HOWES ST
10116000,918 TENTH AVE
7602000,1900 SIXTH AVE
6668000,409 THIRD ST
16200945,1500 STEWARDSON WAY
12634000,322 HUME ST
13959000,203 EWEN AVE
1641000,472 GLENBROOK DR
1333000,47 AGNES ST
16249825,2239 SEVENTH AVE
12700576,165 PIER PL
5854000,232 ANTHONY CRT
7044000,435 ASH ST
233000,712 COLUMBIA ST
1383000,122 GRANVILLE ST
2849000,461 FADER ST
1552000,324 HOLMES ST
15390000,2123 SEVENTH AVE
8461000,214 REGINA ST
1678000,482 CUMBERLAND ST
14600565,243 SALTER ST
16246909,EWEN AVE
12489008,219 SUZUKI ST
