Name,Description,Category,Hours,Location,PC,Phone,Email,Website,X,Y
Immigrant Services Society of BC,Provides employment services for immigrants.,Employment and Job Training,,280 - 610 Sixth Street,V3L 3C2,(604)522-5902,settlement@issbc.org,http://issbc.org/prim-nav/programs/career-services,-122.922525725356,49.2124900065366
"Inclusion BC - Ready, Willing & Able ",Helps link persons with intellectual disabilities and Autism with job opportunities.,Employment and Job Training,,227 Sixth Street,V3L 3A5,(604)777-9100,info@inclusionbc.org,http://www.inclusionbc.org/ready-willing-and-able,-122.91375364044,49.2082538597676
New Westminster Homelessness Coalition Society - I's on the Street,Engages homeless and at risk of homeless persons in supervised employment cleaning and tidying the sidewalks/streets in front of local businesses. Also can connect homeless or at risk of homeless persons with employment and job training.,Employment and Job Training,,750 Carnarvon Street,V3M 1E7,,info@nwhomeless.ca,http://nwhomeless.ca/?page_id=144,-122.911602367443,49.202383459116
Service Canada Centre,"Employment, counselling and placement",Employment and Job Training,,201 - 620 Royal Avenue,V3M 1J2,1-800-926-9105,,http://www1.servicecanada.gc.ca/cgi-bin/sc-dsp.cgi?rc=5940&ln=e#pa,-122.911483693587,49.2049183514648
Douglas College - Skills Connect for Immigrants,"Assists internationally trained professionals to transition to meaningful employment using their pre-landing education, experience and skills.",Settlement Services,,700 Royal Ave,V3M 5Z5,(604)527-5400,skillsconnect@douglascollege.ca,http://www.douglascollege.ca,-122.91274781516,49.2035020141153
Family Services of Greater Vancouver,"Offers a variety of programs for new immigrants and refugees, including ESL Conversation Circles and ESL for Grandparents.",Settlement Services,,321 Sixth St,V3L 3A7,(604)525-9144,ceds-nw@fsgv.ca,http://www.fsgv.ca,-122.915243009316,49.2094571459841
Fraser Works Co-op Employment Services Centre,"Provides career planning, job search and life skills workshops, one-on-one employment counselling  and training placement services. Career services are provided in multiple languages.",Settlement Services,"Mon-Fri, 8:30am-4:30pm",2/F - 519 Seventh St,V3M 6A7,(604)522-9701,info@fraserworks.ca,http://www.fraserworks.ca,-122.920455471798,49.2122174509471
Immigrant Services Society of BC,"Offers a variety of programs for new immigrants and refugees, including First Language Settlement Support, Immigrant Women's Peer Support Program, LINC (ESL, Language and Settlement), Moving Ahead, My Circle, Online Learning, Settlement Employment Support, Settlement Services, and Skills Connect.",Settlement Services,,280 - 610 Sixth St,V3L 3C2,(604)522-5902,andrea.canales@issbc.org,http://www.issbc.org,-122.922525725356,49.2124900065366
Lower Mainland Purpose Society,"Offers a variety of programs for new immigrants and refugees, including English Made Easy, Family Circle, Fun Learning and You (FLY), and Pitter-Patter Circle Time.",Settlement Services,,40 Begbie St,V3M 3L9,(604)526-2522,nan.gray@purposesociety.org,http://www.purposesociety.org,-122.911256858635,49.2021036903705
Mosaic,"Offers a variety of programs for new immigrants and refugees, including Culture Connections, Employment Program of BC, I Belong Settlement Support for LGBTQ Newcomers, Moving Ahead, Settlement Workers in the Schools (SWIS), Settlement and Integration Program, and Workplace Connections Mentoring Program.",Settlement Services,,519 Seventh St,V3M 6A7,(604)438-8214,mosaic@mosaicbc.com,http://www.mosaicbc.com,-122.920455471798,49.2122174509471
New West English Language Centre,Provides beginner to intermediate English language classes.,Settlement Services,,329 Columbia St,V3L 5T6,(604)523-0606,belc@shawcable.com,http://www.englishcentres.ca,-122.905261861577,49.2049942835526
New Westminster Family Place,"Offers a variety of programs for new immigrants and refugees, including Family Place Drop-In, Immigrant Grandparents on the Go, Mother Goose, Nobody's Perfect, and Sun Fun.",Settlement Services,,101 - 93 Sixth St,V3L 2Z8,(604)520-3666,marjorie@nwfamily.bc.ca,http://www.nwfamily.bc.ca/index.htm,-122.909922117847,49.2053088668964
New Westminster Public Library,Provides Conversation Circles and English and French Reading Buddies.,Settlement Services,,716 Sixth Ave,V3M 2B3,(604)527-4660,sbuss@nwpl.ca,http://www.nwpl.ca/,-122.922381391691,49.2116721626214
Public Health Services,"Provides medical care and social support for new immigrants and refugees whose medical needs may be complicated by cultural, knowledge and language barriers.",Settlement Services,Appointment Only,218 - 610 Sixth St,V3L 3C2,(604)777-6740,Brenda.McIntosh@fraserhealth.ca,http://www.fraserhealth.ca/find_us,-122.922525725356,49.2124900065366
Queensborough Community Centre,Lower Mainland Purpose Society offers English Made Easy and SUCCESS offers Settlement Services for Immigrants.,Settlement Services,,920 Ewen Ave,V3M 5C8,(604)525-7388,srenyard@newwestcity.ca,http://www.newwestpcr.ca,-122.943616871855,49.1858839255447
School District #40 (New Westminster),Provides Adult Foundations (ELL/ESL) Classes and Strong Start Early Learning Programs.,Settlement Services,,1001 Columbia St,V3M 1C4,(604)517-6240,,http://www.sd40.bc.ca,-122.917424483618,49.201189097454
SUCCESS (Qayqayt Neighbourhood Learning Centre),"Offers a variety of programs for new immigrants and refugees, including Employment Mentoring Program, Group Information Classes and Workshops, Highway to Career Exploration in Canada, One-on-One Settlement Services and Diwali Newcomers Welcoming Event, and Newcomer Ambassador Program.",Settlement Services,,85 Merivale St,V3L 0G2,(604)430-1899,chu.ling@success.bc.ca,http://www.success.bc.ca,-122.904407959059,49.2088937461917
Umbrella Multicultural Health Co-op,"Offers a variety of programs for new immigrants and refugees, including Many Faces of Diabetes, Pediatric Health Outreach Program, Umbrella Mobile Clinic, and Voces Maternas.",Settlement Services,,B - 630 Carnarvon St,V3M 1E5,(604)553-0633,cransen@umbrellacoop.ca,http://www.umbrellacoop.ca,-122.909636869742,49.2034967437016
Bridgeview Heights,MUST APPLY THROUGH BC HOUSING either on-line or by mail. Housing for families with children.,Non-Market and Co-op Housing,"For BC Housing: Monday-Friday, 8:30am-4:30pm",511 Thirteenth St,V3M 4M1,(604)433-2218,inquiry@affordablehsg.com,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.93059118539,49.2062168416538
Cedar Manor,"MUST APPLY THROUGH CEDAR MANOR - only market rent units available currently.Housing for seniors (55+), persons with disabilities and singles.",Non-Market and Co-op Housing,"Monday-Friday, 8:30am-4:30pm",312 Hospital St,V3N 3L4,(604)299-8288,inquiry@affordablehsg.com,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.893833228828,49.2261957685449
Connaught Heights Pentecostal Villa,MUST APPLY THROUGH CONNAUGHT HEIGHTS PENTECOSTAL SOCIETY by mail. Housing for seniors (55+).,Non-Market and Co-op Housing,,2222 Edinburgh St,V3M 2Y1,(604)540-1941,,http://www.cglf.ca/storage/Inventory%20of%20Lower%20Mainland%20Christian%20Housing.pdf,-122.953908044341,49.2006335256867
Crown Manor,"MUST APPLY THROUGH BC HOUSING either on-line or by mail. Housing for seniors (55+), persons with disabilities, singles, and families with children.",Non-Market and Co-op Housing,"For BC Housing: Monday-Friday, 8:30am-4:30pm",430 Ninth St,V3M 3W4,(604)433-2218,icentre@metrovancouver.org,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.923940470614,49.2085312803735
Dunwood Place,MUST APPLY THROUGH THE PRESBYTERIAN SENIOR CITIZENS' HOUSING SOCIETY in person or by mail. Housing for seniors (65+).,Non-Market and Co-op Housing,"Monday-Friday, 9:00am-4:00pm",901 Colborne St,V3L 5E9,(604)521-8636,,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.916268082667,49.223582014137
Fraser River Place Housing Co-op,MUST APPLY THROUGH FRASER RIVER PLACE HSG CO-OP MEMBERSHIP COMMITTEE by mail. Co-op housing for all household types.,Non-Market and Co-op Housing,,530 Ginger Dr,V3L 5K8,,,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.906905175484,49.2191090815372
Hillside Place,MUST APPLY THROUGH BC HOUSING either on-line or by mail. Housing for families with children.,Non-Market and Co-op Housing,"For BC Housing: Monday-Friday, 8:30am-4:30pm",1025 Queens Ave,V3M 1M4,(604)433-2218,inquiry@affordablehsg.com,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.920657087713,49.203243302097
Hunter Heights,MUST APPLY THROUGH FRASERSIDE COMMUNITY SERVICES. Housing for singles and couples.,Non-Market and Co-op Housing,,1115 Sixth Ave,V3M 4J3,(604)522-3722,jackier@fraserside.bc.ca,http://www.fraserside.bc.ca/social_housing/hunter_heights.htm,-122.930498824302,49.2079455582234
Legion Manor,MUST APPLY THROUGH ROYAL CITY LEGION HOUSING SOCIETY by mail. Housing for seniors (55+).,Non-Market and Co-op Housing,,505 Sixth Ave,V3L 5H3,(604)526-0116,,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.919889197019,49.213886326166
Lions Moody Park Tower,MUST APPLY THROUGH BC HOUSING either on-line or by mail. Housing for seniors (55+) and persons with disabilities.,Non-Market and Co-op Housing,"For BC Housing: Monday-Friday, 8:30am-4:30pm",525 Eighth St,V3M 6H2,(604)433-2218,,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.922820365036,49.2107342933153
London Square,MUST APPLY THROUGH BC HOUSING either on-line or by mail. Housing for families with children.,Non-Market and Co-op Housing,"For BC Housing: Monday-Friday, 8:30am-4:30pm",1206A London St,V3M 5Z6,(604)433-2218,icentre@metrovancouver.org,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.936792944715,49.2121937662516
McBride Place,MUST APPLY THROUGH BC HOUSING either on-line or by mail. Housing for families with children.,Non-Market and Co-op Housing,"For BC Housing: Monday-Friday, 8:30am-4:30pm",431 Ginger Dr,V3L 5L1,(604)433-2218,icentre@metrovancouver.org,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.9051553783,49.2182171482625
New Westminster Housing Co-operative,MUST APPLY THROUGH NEW WESTMINSTER HOUSING CO-OPERATIVE MEMBERSHIP COMMITTEE by mail or by email. Co-op housing for all household types.,Non-Market and Co-op Housing,,243 Tenth St,V3M 3Y1,,new.west.coop@gmail.com,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.91990737991,49.2047652380018
Queen's Avenue Hsg Co-op,MUST APPLY THROUGH QUEEN'S AVENUE HOUSING COOPERATIVE by mail or by email. Co-op housing for all household types.,Non-Market and Co-op Housing,,136 Tenth St,V3M 3X8,,qacoop@gmail.com?£,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.919539069434,49.2030666309996
Queen's Park Hsg Co-op,MUST APPLY THROUGH  QUEEN'S PARK HOUSING CO-OP MEMBERSHIP COMMITTEE by mail. Co-op housing for all household types.,Non-Market and Co-op Housing,,386 Ginger Dr,V3L 5L4,(604)520-3886,,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.904707818057,49.2171709394927
Riverbend Housing Co-op,MUST APPLY THROUGH RIVERBEND HOUSING CO-OP MEMBERSHIP COMMITTEE by mail or email. Co-op housing for all household types.,Non-Market and Co-op Housing,,1050 Quayside Dr,V3M 6C1,(604)520-3442,info@riverbendcoop.org,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.916592247988,49.1986027325352
Ross Towers,MUST APPLY THROUGH BC HOUSING by mail or online. Housing for seniors (55+) and persons with disabilities.,Non-Market and Co-op Housing,"For BC Housing: Monday-Friday, 8:30am-4:30pm",45 Clute St,V3L 1Z7,(604)433-2218,,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.915584369711,49.2229608879902
Rotary Tower,MUST APPLY THROUGH BAYSIDE PROPERTY SERVICES LTD - phone to view. Housing for seniors (55+) - couples only.,Non-Market and Co-op Housing,,25 Clute St,V3L 1Z6,(778)859-0798,,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.91455428021,49.2233707646427
Sapperton Terrace Hsg Co-op,MUST APPLY THROUGH SAPPERTON TERRACE HOUSING CO-OP MEMBERSHIP COMMITTEE by mail. Co-op housing for all household types.,Non-Market and Co-op Housing,,318 Ward St,V3L 5P3,,,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.89416942606,49.2291103602934
Wesley Manor,MUST APPLY THROUGH WESLEY MANOR SOCIETY - phone Wesley Manor Society for more details. Housing for seniors (55+ years old). ,Non-Market and Co-op Housing,,815 Kennedy St,V3M 1R8,(604)524-8117,,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.920582236441,49.2071822288663
Westminster Heights Co-op,MUST APPLY THROUGH WESTMINSTER HEIGHTS CO-OP MEMBERSHIP COMMITTEE by mail. Co-op housing for families with children.,Non-Market and Co-op Housing,"Monday, 9:30am-11:00am, Thursday, 9:30am-12:30pm",1005 Queens Ave,V3M 1M4,,,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.920101126245,49.2038219012736
Westminster Landing Co-op,MUST APPLY THROUGH WESTMINSTER LANDING CO-OP MEMBERSHIP COMMITTEE by mail. Co-op housing for all household types,Non-Market and Co-op Housing,,13 K de K Crt,V3M 6B6,(604)521-8338,,http://www.bchousing.org/Options/Subsidized_Housing/Listings,-122.914459882012,49.1989716231006
