CATEGORY,ADDRESS,NAME,OBJECTID,ID,DESC2,BLDG_ID,PHOTO,AGE,COMPLETED,ARCHITECT,DEVELOPER,SOS,x,y
Residential,313 Warren Ave,Harriet Sivewright House,136,HERP0127,"This home is located on one of Queen’s Park’s side streets that reflect its ongoing development history. This was originally one large suburban estate owned by realtor Robert Lennie. Rising demand for homes at the turn of the century induced the purchase of the lot and subdivision into six lots, accessed by the newly constructed Warren Avenue. ",3070,HERP0127,1901,20080908,,,HERP0127,-122.911027369844,49.2099845214883
Residential,403 St. George St,Charles Murray House,137,HERP0128,"Walter Gilley, of Gilley Brothers lived here from about 1909 to 1935. The Queen Anne design features a cross gabled roof with multiple roof levels, creating the style's typical irregular roof line. The house contains some of the earliest Bloomfield glass still extant in British Columbia.",504,HERP0128,1890,20080908,"Clow, Charles Henry & Maclure, Samuel","Bell, Robert Brown",HERP0128,-122.911813642778,49.20936444947
Residential,513 St. George St,Mrs I and Daniel Mcpherson House,138,HERP0129,"Symmetrical in form, this house is an example of vernacular late Victorian-era housing stock, featuring modest details, such as fish-scale shingling in the gable peak. This house was originally associated with the McPherson family. ",497,HERP0129,1892,20080908,,,HERP0129,-122.913237989669,49.2084390131768
Residential,121 St. Patrick St,Philpott House/Westham,139,HERP0130,"Originally located at 433 Carnarvon Street, this house was moved in 1990, and the original playhouse was also dismantled and moved to its current location, and restored by the New Westminster Preservation Society. ",3519,HERP0130,1908,19970526,,,HERP0130,-122.910965423933,49.2148531719842
Residential,202 Third Ave,Hoy House,140,HERP0132,"This house is an excellent example of Edwardian-era residential architecture. It reflects the influence of the Classical Revival style, as evident in the symmetrical proportions and a pediment over the front door. At the time, the Foursquare plan was becoming popular for urban houses, as a practical expression of domestic needs. Based on a central entry and hallway, it maximized the use of natural light and provided a building envelope that was efficient and easy to construct. ",3108,HERP0132,1907,19970526,,"Hoy, Henry",HERP0132,-122.90852396984,49.2117726283512
Residential,1025 Eighth Ave,Arthur And Ethel Hamilton House,141,HERP0133,"The building is typical of the Craftsman bungalows of the interwar years, lower in their proportions than those built a decade earlier, with a lower-pitched and crossed-gabled roof, rather than having a simple and steeper gabled form. ",5028,HERP0133,1925,20090427,,"Bilodeau, Pierre Onsime",HERP0133,-122.932289959014,49.2117665164209
Residential,340 Tenth St,Furness House,142,HERP0135,"This Edwardian-era residence grand house was built at a cost of $4,000. The Arts and Crafts aesthetic is reflected in the complex, asymmetrical massing, half-timbered gables, varied of textured claddings, and the use of locally-available building materials, such as wood and river rock. Fine craftsmanship and materials are also evident in the ornate exterior decorative features and stained glass windows. ",3349,HERP0135,1913,19970526,"Boughen, John Edmund",,HERP0135,-122.923237843768,49.2063771742653
Residential,902 Third Ave,C W Gillanders House,143,HERP0136,"The Ontario-born Gillanders had two adjacent houses built at a cost of $2,500. Gillanders’ father, also a farmer, occupied this house. It was a generally-accepted practice for prosperous Fraser Valley farmers to retain a New Westminster residence, which would serve as their winter residence, in order to avoid the harsh conditions and isolation of the Valley and in summer months be available when the family arrived in town for market.",3002,HERP0136,1891,20080908,,,HERP0136,-122.920009850883,49.205592393236
Residential,632 Carnarvon St,Begbie Court - NW Court House,144,HERP0137,"A few years after it was built, the fire of 1898 gutted the building completely. The following year, it was rebuilt by using the original walls and the same general plan. The Victorian Romanesque style features a red brick facade with carved stone details, arched entrances and windows, and an irregular roofline created by the chateau style slate roof. A new entrance was added in 1910, the central front facade removed in 1914, and the ornamental cornice  removed in the 1960's. ",78,HERP0137,1890,19970526,"Grant, George William",,HERP0137,-122.910089765052,49.2030709115235
Residential,1010 Third Ave,Moir Residence,145,HERP0140,"The Edwardian-era house is unusual for its date of wartime construction, that demonstrates the boom in the food supply industries that occurred during the First World War. Rising food costs brought an unexpected prosperity to many farmers and fishermen. ",2997,HERP0140,1915,20081027,,Robinson Brothers,HERP0140,-122.921596423252,49.2047344302724
Residential,1021 Hamilton St,,146,HERP0141,"The form of the house is typical of vernacular housing of that period, broader and with a lower-pitched roof than the end-gabled houses. The property was developed by Eli Bayliss, about whom little is known. The form of the house has considerable integrity, as it has undergone no changes to its footprint since 1913. However, the exterior has been modified, with a stucco exterior finish and decorative half-timbering in the front gable, as well as replacement windows. ",4835,HERP0141,1909,20090427,,"Bayliss, Eli",HERP0141,-122.931151479045,49.2111069387239
Residential,1101 Hamilton St,,147,HERP0142,"The house features a gabled roof, large dormers on the front and rear elevations (the latter probably a later addition), and is finished with wood siding. It is representative of speculatively-built houses and having features of the Craftsman (or ‘California’) bungalow, just as the style was being introduced to the Lower Mainland. Features of the style include the gable roof, front-facing dormer, porch, and especially the use of crafted-wood elements.",4840,HERP0142,1911,20090427,,"McCullough, Thomas & Gostick, Horace",HERP0142,-122.932000812283,49.210637438089
Residential,620 Eighth St,Century House,148,HERP0143,"Century House is one of the first seniors’ centres of its type built in Canada. The building underwent numerous alterations over the years. Among the changes were a large extension, a crafts field house, an entryway, breezeway and reception hall, kitchen expansion, and the addition of dining space, activity space and meeting rooms. The original Modernist clean, flat-roofed design 4,000 square-foot building, remains mostly intact. ",8813,HERP0143,1958,20090427,,,HERP0143,-122.926028758666,49.2117626764807
Residential,1006 Nanaimo St,,149,HERP0145,"The house is a very good representative example of the hipped-roof, 'Foursquare' vernacular house. The house has retained its form, despite having undergone alterations, for example, the addition of a pantry and veranda and  repairs done after fire damage in 1982. The presumed original wood siding has been replaced or covered. ",4755,HERP0145,1909,20090427,,"Malcolm, W J or Mathew",HERP0145,-122.927945649778,49.2098299013491
Residential,411 Fourth St,Thomas and Alice Morgan House,150,HERP0146,"This house was built using design elements from the Normandy style of residential architecture. It features a cross gabled roof with gable dormer and corner turret, and has round arched entry and end porches.",3606,HERP0146,1939,20090427,,"Lightbody, David",HERP0146,-122.914344137264,49.2121189118075
Residential,731 Fourth St,,151,HERP0147,"This house is one of only two left in the Glenbrooke North neighbourhood that were built in the same year, which makes it a rare example of a 1901 house in the neighbourhood. It is one of only nine 1901 houses left in the entire city. 731 There are architectural elements, such as the shingle work (especially the decorative work in the upper portion of the front gable), detail wood trim around the windows on the south and west sides, and its original bevel siding.   ",6231,HERP0147,1901,20090427,,,HERP0147,-122.920495575524,49.2171831555078
Residential,311 Seventh Ave,,152,HERP0148,This house is one of the oldest in the neighbourhood and it is a rare example of the housing type built in this neighbourhood between the time that the area became a part of the City of New Westminster (1888) and the Lower Mainland building boom of 1910 to 1913. The house is representative of the type of modest worker's cottage housing that was commonly built in the Glenbrooke North neighbourhood. ,6157,HERP0148,1894,20090427,,,HERP0148,-122.918856447385,49.2164668910833
Residential,403 Seventh Ave,,153,HERP0149,"This Edwardian house has strong lines, gabled roof, cedar shingle cladding, open front porch asymmetrically placed to one side, wide roof overhangs, and decorative elements, such as the eave brackets, multi-paned windows, and the diamond-pattern leaded windows on the front facade.  ",6325,HERP0149,1910,20090427,,,HERP0149,-122.919867024335,49.2159233821709
Residential,1012 Seventh Ave,,154,HERP0150,"The modestly-scaled house is representative of the front-gabled vernacular houses built for the working class at the turn of the twentieth century and which was a popular style for the working class in this neighbourhood. The house underwent alterations over the years, seen, for example, in the raising of the house in 1998, at which time the garage was added.",4794,HERP0150,1891,20090427,,,HERP0150,-122.928982278392,49.2104039929897
Residential,1032 Nanaimo St,,155,HERP0151,"The property features a family with long-time ownership. The Wilkie family owned the property on and off from 1893, through 1953, when Anne Mary Wilkie sold it to William and Henry Rouse. The house has a hipped-roof, and is a ‘Foursquare’ vernacular house. The property underwent alterations seen in the stucco finish, which presumably covers wood horizontal or shingle siding; and also the construction of the detached garage. ",4763,HERP0151,1907,20090427,,,HERP0151,-122.929126455063,49.2091942151824
Residential,1321 Nanaimo St,,156,HERP0152,"The house is a type known at the time as a ‘cottage’ – a hipped-roof one-storey building with a dormer on the central slope, upturned eaves, and a bay window. The local BC Mills, Timber and Trading Company supplied a prefabricated version of this common design representative of a house built for a member of the working class. ",5010,HERP0152,1908,20090427,,,HERP0152,-122.93445956693,49.206885574454
Residential,1405 Nanaimo St,,157,HERP0153,"The main block (on the left side) was probably built in 1907, judging by its proportions and its appearance on the fire insurance atlas of that year. There is a record of an earlier house built in 1891; this may form the core of the east wing, and the original A-frame Pioneer Tent structure can still be seen. Although altered the appearance of the 1907 house can still be read clearly, and the east-west ridge of the east wing may be the envelope of the 1891 house. ",4334,HERP0153,1907,20090427,,,HERP0153,-122.935021132744,49.2065823005748
Residential,1513 Nanaimo St,D Barclay House,158,HERP0154,"This Prairie style house features an intersecting hipped roof, wrap front porch, extended eaves, and a front hipped dormer. Daniel Barclay, an early resident of the house, was a shoemaker.",4294,HERP0154,1889,20090427,,"Adams, Alexander",HERP0154,-122.937310188963,49.2054006843733
Residential,1420 Seventh Ave,Gordon Spring House,159,HERP0158,"This house shows the simple gabled roof, full¬ width porch, and rear addition common to the Pioneer Tent style. The gable is decorated with fish scale and square butt shingle. The completion of the house was recorded in the June 16th, 1910 issue of the Columbian Newspaper. ""On Seventh Avenue, Mr. Gordon Spring has erected a pretty seven room cottage at $1,800"".",4346,HERP0158,1910,20090427,,,HERP0158,-122.936348237341,49.2064818424702
Residential,301 Princess St,Angus Campbell House ,160,HERP0159,"Tthe house is one of the earliest houses on the block, built on land that was once farmland. It is a good example of the Edwardian Arts and Crafts movement, particularly evident by its strong gable roof, sleeping porch, open verandah. A few original elements still exist in the house, such as the large dining room window on the west elevation, the fir floors, and the main stair banister. ",6298,HERP0159,1911,20090427,,,HERP0159,-122.917383098968,49.2160790497004
Residential,315 Princess St,,161,HERP0160,"Originally farmland, the 200 and 300 blocks of Princess Street were owned by Archibald Campbell, whose son subdivided the lots circa 1910. The house is valued for its Edwardian-era details of medium gabled-roof form, full-width front porch with wood columns, wood bevel siding and fish-scale shingling under the gable peak. ",6294,HERP0160,1919,20090427,,,HERP0160,-122.918195925682,49.2156298642063
Residential,315 Sixth Ave,,162,HERP0163,"Constructed in 1890, this house, (together with 319 Sixth Avenue) is the oldest extant house in the Glenbrooke North neighbourhood and one of the oldest in the entire city. Its age alone makes it significant, but given that most of the single family homes in this neighbourhood were built in the 1910s, 1920s and 1940s, the house increases in significance for its rarity of style. ",6313,HERP0163,1890,20090427,,,HERP0163,-122.917417904067,49.2150198803347
Residential,319 Sixth Ave,,163,HERP0164,"The house together with 315 Sixth Avenue, it is the oldest house in the Glenbrooke North neighbourhood and one of the oldest in the entire City. Despite later additions, the original gable roof form can still be discerned. Only three families have owned the house over its 120 year lifespan. ",6312,HERP0164,1890,20090427,,,HERP0164,-122.917623595786,49.2149278255744
Residential,417 Sixth Ave,W J Forrester House,164,HERP0165,"This majestic Arts and Crafts-inspired homes architectural significance lies in its detailing, particularly its bay windows, roof dormers, milled brackets, stained glass and full-width front verandah. The years of restoration work have revealed original elements, such as interior colonnades between the dining room and front parlour, detailed interior woodwork, and fireplace tiles. ",6350,HERP0165,1909,20090427,"Clow, Charles Henry",,HERP0165,-122.918904739102,49.2142271001379
Residential,1031 Sixth Ave,David McLaughlin House,165,HERP0167,"This example of the Pioneer Tent Style has an intersecting gabled roof, pedimented slant bay windows with fret work, and a shed roof over the entry porch. David McLaughlin, a shipwright, was an early resident of the house.",4748,HERP0167,1891,20090427,,"McLaughlin, David Alex",HERP0167,-122.928826888036,49.2088094823287
Residential,1717 Sixth Ave,D M Archibald House,166,HERP0169,"This Neoclassic Row house now rests on a raised foundation. It features a hip roof and a prominent front wall dormer which plays an important part in visually breaking the roofline. In the remodelling the porch columns have been camouflaged in vinyl siding, and the balustrades have been replaced by wrought­ iron rails.",4005,HERP0169,1913,20090427,,"McConnell, Alex",HERP0169,-122.940109662695,49.2027890359034
Residential,2033 Marine Way,,167,HERP0170,"The house and gardens are a typical housing form from the early twentieth century that occurred on large lots in New Westminster. The house is a good example of a typical Arts and Crafts-inspired wood-frame house with decorative detailing, including wide eaves, visible roof rafters, and wide covered porch with tapered columns.",8707,HERP0170,1918,20090427,,,HERP0170,-122.947201333699,49.1999702194398
Residential,314 Pine St,William Clarkson House 2,168,HERP0171,"Together with its original other half (at 313 Fourth Street), this house is the oldest residential building in New Westminster. Built in a highly ornate style, the house was described by The BC newspaper in 1864 as being 'one of the handsomest residences yet erected' in New Westminster. This house is significant for its Tudoresque-style design, in particular its T-shaped cross-gabled roof, stucco and decorative half-timbering. ",3195,HERP0171,1911,20090427,,,HERP0171,-122.912213359915,49.2107860096172
Residential,221 Princess St,,169,HERP0172,"While gentle in its modernity, this house nonetheless represents the emerging trend away from revival styles and towards a new international style. According to neighbourhood lore, a former owner, who was a guard at the Penitentiary, used discarded screen doors to construct the back fence and was known as 'the mad Czech'. ",6275,HERP0172,1944,20090427,,,HERP0172,-122.916167669174,49.2167033458901
Residential,515 St. George St,,170,HERP0173,"The house was originally located at 1114 Eighth Avenue. Its move, in 2002, to its present location is indicative of the heritage advocacy in New Westminster, in which valued heritage homes are relocated to save them from demolition. The house was stripped of its Craftsman features when it was deemed unwanted and an application for demolition was made. Its historic value prompted its relocation and the Craftsman details were painstakingly restored. ",498,HERP0173,1912,20090427,,,HERP0173,-122.913358203596,49.2083918781311
Residential,526 Second St,Benjamin S Macdonald House,171,HERP0177,"This house is a version of the Tudor Revival style, using its steep gables to create a simple, clean-lined design. The side gables are chamfered, the front gables decorated only by plain verge boards, and the entry and end porches are round arched. MacDonald was a keeper at the B.C. Penitentiary.",4558,HERP0177,1936,20090427,,,HERP0177,-122.914009955438,49.2160383579503
Residential,211 Seventh Ave,,172,HERP0178,"It is an excellent example of a Craftsman bungalow cottage. Of particular note are the following design elements: cross gable house form with open front verandah and sleeping porch, large wood columns on verandah, narrow bevel siding, roof brackets and half timbering under the gable ends. ",6168,HERP0178,1912,20090427,,,HERP0178,-122.916843442709,49.217517907
Residential,230 Third Ave,F Crake House,173,HERP0180,"This house shows the symmetrical facade of a Colonial Revival style house. It has balanced window placement; a centered entrance and the roof is hipped with a centered gable dormer. Mr. F. Crake, a jeweler, built and lived in this house about 1908.",3084,HERP0180,1907,20090427,,,HERP0180,-122.909814779422,49.2109730628307
Residential,317 Third Ave,Carlton Court,174,HERP0181,"The apartment building has a rectangular block form with a taller central wing. Typical of the Mission style is the shaped balustrade over an entablature, with a projecting horizontal member along the storey line. The building is located on the site of Mayor John C. Brown's house. Brown founded the Herald Newspaper, the forerunner of the Columbian Newspaper. He was Postmaster in 1880 and Mayor in 1890- 91.",3156,HERP0181,1925,20090427,"Berrill, Ralph",,HERP0181,-122.912230269348,49.2104442015161
Residential,936 Thirteenth St,,175,HERP0182,"The architectural history is uncertain. The documentation suggests that it was constructed in 1907. However, its appearance is that of an interwar house, and it is unclear whether it was entirely rebuilt or underwent major alterations at that time – likely in 1936. Further changes made in 1953 were the enclosed projection to the front of the house, the rear addition, and the horizontally proportioned window panes. ",5327,HERP0182,1907,20090427,,,HERP0182,-122.939552797341,49.2123192578758
Residential,340 Fifth St,Armitage House ,176,HERP0183,"This English Cottage-style home is reminiscent of the catalogue houses that were offered by the Sears Modern Homes Program. The design of this house is described as a mellow house, pleasantly flavored with English-cottage characteristics. It espoused the Arts and Crafts movement through elements, such as an asymmetrical façade, a window pattern that reflects the interior room functions, orientation of the house to take advantage of natural lighting, and minimal use of picturesque detail. ",8964,HERP0183,1938,20081027,,,HERP0183,-122.915517015965,49.2106040697579
Residential,500 Fourth Ave,Colin Howay Cottage,177,HERP0184,"This house is a good example of an essentially-intact Edwardian bungalow that was popular with the emerging middle class of the early twentieth century. It was an affordable design and scale, but one that had aspirations to a much grander building of the same style. As part of a Heritage Revitalization Agreeement, the Howay Cottage was relocated from the Brow of the Hill neighbourhood in October 2008.",8963,HERP0184,1902,20081027,,,HERP0184,-122.915740983483,49.2104782993166
Residential,1012 Third Ave,,178,HERP0185,"Typical of the Pioneer tent style, this house has a simple, front gabled form; with a rear shed roofed addition. Changes to the house include the exterior cladding and porch enclosure. Mrs. Montcrief was a lodging housekeeper. Michael McWhinnie, watchman, lived here in 1909.",2990,HERP0185,1893,20110314,,,HERP0185,-122.921775940475,49.2046131154759
Residential,1422 London St,Osterman House,179,HERP0186,"The modest bungalow form, has a hipped roof and original California stucco. The tapering chimney located on the exterior of the front façade is original to the house, as are the black wrought iron railings and gate. Adding to the aesthetic value of this house is the octagonal window and large plate glass windows of the front facade, the brick surround of the front door, the cloth awnings, and a graceful curved front walk and steps. ",5361,HERP0186,1942,20090615,,,HERP0186,-122.940723291755,49.2103633897249
Residential,841 Royal Ave,,180,HERP0190,Not Available,9057,HERP0190,1920,,,,HERP0190,-122.917097766671,49.2024644736663
Residential,437 Seventh St,,181,HERP0192,"This is an example of a Queen Anne style double house. The hipped roof has cross gables projecting from each end of the front facade. The original wall cladding has been removed, but scrolled brackets remain under the gable eaves. In 1909, P.O. Canfield, principal at Lord Kelvin school and A. Leslie Manual, druggist, lived here.",3826,HERP0192,1891,20091005,,,HERP0192,-122.919418463113,49.2107327914273
Residential,421 Oak St,,182,HERP0196,"The house located at 421 Oak Street is a single storey, wood-frame house with a large front window, small side porch with entry door, gable roof, and narrow wood siding. It is situated near the middle of a flat lot in a single- family residential neighbourhood called Queen’s Park.",3601,HERP0196,1911,20130708,,,HERP0196,-122.914375012014,49.2128745386527
Residential,235 Durham St,,183,HERP0197,Not Available,6200,HERP0197,1899,20130708,,,HERP0197,-122.918771077359,49.2177621510844
Residential,307 Fifth St,James A Cunningham House,184,HERP0198,"Designed in the Queen Anne style, the house shows a steeply pitched roof of irregular shape, and other typical Queen Anne detailing, added to avoid a smooth walled appearance, such as spindle work, scrolled trim, and fan-like gable decoration. The house was built on the site of the former Pelham Gardens, laid out by Thomas Cunningham for fruit and cattle as part of the agricultural fair in 1885.",3198,HERP0198,1891,20100412,"Maclure, Samuel & Sharp, Richard Prior",,HERP0198,-122.913508305852,49.2099031994194
Residential,416 Oak St,A M Parsons House,185,HERP0200,"This house was moved to its present location in 1939, when 417 Fourth Street was built on the front of the lot. It has a plain, rectangular facade and pyramidal hipped roof. Alterations include the exterior cladding and porch.",3609,HERP0200,1892,20080908,,,HERP0200,-122.914520302553,49.212474356085
Residential,101 Agnes St,,186,HERP0202,Not Available,245,HERP0202,1899,20110711,,,HERP0202,-122.90227015078,49.2092218396968
Residential,103 Third Ave,Duncan E MacKenzie House,187,HERP0203,"Built for D.E. Mackenzie, this house has a simple rectangular box shape, topped with a hipped roof and gable-on-hip. The house's basic symmetry is contradicted by the corner one-storey bay and entry porch. The original clapboard exterior cladding has been covered. ",3124,HERP0203,1905,20110711,,,HERP0203,-122.906997719358,49.2131701764611
Residential,1615 Dublin St,,188,HERP0204,Not Available,5529,HERP0204,1940,20110711,,,HERP0204,-122.943393358736,49.2082620802144
Residential,1210 Hamilton St,,189,HERP0205,"This Shingle style house shows the characteristic A-frame roof with pent, recessed front porch, and shed dormers. Decoration comes from the contrasting wood trim, Victorian style windows, and modillion-like brackets.",4943,HERP0205,1911,20110711,,,HERP0205,-122.933542570644,49.2092485633393
Residential,188 Wood St,Hansen Residence,190,HERP0206,"This is a one and one-half storey, wood-frame house in the Queensborough neighbourhood.  It sits forward on a lot that is flat and being used as a tree farm.  It is part of a residential zone and currently sits adjacent to an empty lot. The Edwardian-era vernacular house features horizontal wood siding, a front-gabled roof and a projected front-gable entryway. ",6999,HERP0206,1912,20120611,,,HERP0206,-122.936996914197,49.1865620852147
Residential,107/109 Agnes St,,191,HERP0207,"The Late Victorian Italianate home may have been the home of William E. Fales, a successful New Westminster furniture dealer who came to British Columbia in 1876. This home contributes to the heritage character of the Prospect Park Cluster which features several Italianate style homes. The building was relocated to its present site in 2009. ",8748,HERP0207,1911,20120611,,,HERP0207,-122.902396079264,49.2091117538627
Residential,218 St. Patrick St,Wadsworth House,192,HERP0208,"This house has a simple front gabled roof with gable entry porch. Alterations include the exterior cladding, rear additions, and enclosed entry porch.",9094,HERP0208,1912,20120611,,,HERP0208,-122.912447772468,49.2134982661993
Residential,817 Dublin St,,193,HERP0209,Not Available,5896,HERP0209,1922,20091005,,,HERP0209,-122.930753802137,49.2150533817508
Residential,1603 Hamilton St,,194,HERP0211,Not Available,4192,HERP0211,1939,20100412,,"Smith, J M",HERP0211,-122.940273748833,49.2061758501752
Residential,1401 Nanaimo St,,195,HERP0212,Not Available,4335,HERP0212,1891,20100412,,"McInnes, E",HERP0212,-122.93477625607,49.206672115495
Residential,227 Queens Ave,William Gifford House,196,HERP0213,"The style of this house, with its two-storey bay and entry porch entablature suggests the earlier date of 1898, but building records show that it was remodeled in 1941, giving it modern features, such as the built-in garage. The owner was William Gifford, jeweler and optician.",2851,HERP0213,1898,20100412,,,HERP0213,-122.908544540026,49.2096924842584
Residential,1716 Seventh Ave,Hustler House,197,HERP0214,Not Available,4013,HERP0214,1892,20100412,,"Mosdell, John",HERP0214,-122.941239652635,49.2038555591959
Residential,125 Third St,J J Johnston House,198,HERP0215,J. J. Johnson (sometimes known as 'Mr. May Day') was the first resident of this 1906 Queen Anne style house with Victorian shingled ornamentation. Alterations include changes to the front porch and a four room addition by Gardiner and Mercer in 1912. The Art Nouveau stained glass window is an endearing feature of this recently restored house. ,270,HERP0215,1905,20100412,"Clow, Charles Henry & Welsh, Daniel",,HERP0215,-122.907778415638,49.2090284724631
Residential,746 Ewen Ave,Shymkowich Residence,199,HERP0219,"This is a one and one-half storey, with full basement, wood-frame house located in the Queensborough neighbourhood of New Westminster. The Craftsman-style influenced interwar house features a side gabled roof with a large shed roof dormer and a projecting front-gabled entryway.",7604,HERP0219,1923,20050413,,"Shynkowich, O",HERP0219,-122.94150206369,49.1881498807671
Residential,709 Cumberland St,,200,HERP0220,"The Edwardian style, one storey and a half wood frame structure, McKenzie Residence was built in a neighbourhood fully subdivided into lots; it was one of the first houses to be built in the area and remained one of the few till the end of Second World War. The house was completely renovated in the 1940’s by Keith Allen Belfitt, including an addition and garage at the back of the house. ",9044,HERP0220,1911,20150413,,"McKenzie, JN",HERP0220,-122.906759454136,49.2232486492793
Streetscapes,Fourth St To Eighth St Columbia St,Columbia Streetscape (Fourth St. to Eighth Street),201,HERP0199,Not Available,,HERP0199,0,20090427,,,HERP0199,-122.907810164586,49.203231157677
Streetscapes,Fourth St,Fourth St Brick Rd Surface (Carnarvon St to Queens Ave),202,HERP0201,"As the earliest and most affluent of New Westminster’s areas, Queen’s Park was one of the earliest neighbourhoods to have paved roads, receiving services as a matter of course. Made of brick, likely vitrified to ensure a dense and durable road surface, the material may have been produced by one of the city’s several brickworks. The present good condition presents a very superior finish to the product. Brick was originally used to improve traction for horses.  ",,HERP0201,1906,20090427,,,HERP0201,-122.906816317715,49.2058118829275
Streetscapes,300 Block Arbutus St,Arbutus Street,203,HERP0210,Not Available,,HERP0210,1892,20100412,,,HERP0210,-122.908647900982,49.2132074744489
Streetscapes,Fifth St,Fifth Street Roadway (Tenth Avenue to Third Avenue),204,HERP0218,"Formerly called St. George's Street after the patron saint of Great Britain, this street first appeared on city maps in 1859. The street ended in what was then proposed to be the location of the parliament buildings. The street is also historically connected to the city's history as the capital of British Columbia from 1859 to 1868. ",,HERP0218,1859,20090427,,,HERP0218,-122.91979004433,49.2144368585919
Trees,308 Ash St,Cunningham Copper and European Beech (c 1860-1880),205,HERP0216,Not Available,,HERP0216,1860,20100412,,,HERP0216,-122.917806411095,49.2071515299035
Walls,9 E Columbia St,Woodlands Wall,206,HERP0017,"The base of the wall is a cast-in-place, continuous concrete wall with a sloped top with projecting coping on each side. The vertical faces are parged on both sides with a mortar skim-coat, scored with lines to resemble ashlar stone. The wrought iron has regularly spaced ornate filigree panels. A pedestrian gate  provided an access flanked by cast concrete posts with flared caps, surmounted by wrought iron scroll-work that was a base for decorative lighting. ",,HERP0017,1909,20080714,"Blair, James Auld",Westminster Iron Works Company Ltd,HERP0017,-122.896541349702,49.2123786944452
