DESCRIPTN,OBJECTID,BLDG_ID,HERITAGE,BINDER,SHAPE.area,SHAPE.len,MAPREF,UNITNUM,STRNUM,STRNAM,BLDGNAM,BLDGAGE,DEVELOPER,ARCHITECT,STRATA,M_BLDGHGT,NUM_B_GRND,NUM_A_GRND,NUM_MEZZ,SQM_SITCVR,SQM_FTPRNT,NUM_RES,SQM_B_GRND,SQM_A_GRND,SQM_RES,SQM_NRES,SQM_XRES,SQM_XNRES,SS_REGDATE,SS_CODE,SS_STATDEC,MOVED,DEMOLISH,SIGNIFICANT
"A less elaborate example of the style, 619 Fourth Avenue lacks the false half-timbering so commonly associated with Tudor Revival houses. The style is identified here by the steeply pitched gabled roof and prominent front-facing cross gable. The entry porch has been enclosed. ",2203,3658,Y,2,200.383341,59.3543336227974,6781000,,619,FOURTH AVE,,1926,MRS. J.B. JARDINE,GARDINER & MERCER,N,0,1,2,0,156.63,156.63,1,139.91,295.99,435.9,0,0,0,,Unknown,,0,0,
"Built in 1913, at a cost of $1,800, this house shows a typical Shingle style design. It has an A-frame shape with extended shed dormers projecting from each side. Decoration comes from the multiple eave levels and contrasting wood trim.",2204,11354,Y,2,99.99958685,39.999917370417,6383000,,1116,FOURTH AVE,,1913,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1999,
"R. T. Perry designed Carnarvon Court, a typical 1920's apartment at 53 Fourth Street, with classical features. The apartment was built for Isaac Morrow at a cost of $30,000.00. Interesting features in this apartment include the inset arched tiled entrance, centre three paned stained glass casement window, central iron balcony, symmetrical seven ranked facade with a stepped parapet, and the upper belt course.",2205,103,Y,Sup,272.0459541,68.2986849475638,418000,,53,FOURTH ST,CARNARVON COURT,1928,ISAAC MORROW,"PERRY, RICHARD T.",N,8.23,0,3,0,265.33,265.33,10,0,795.99,795.99,0,0,0,,Unknown,,0,0,
Supporting Listing,2206,11285,Y,Sup,99.99951908,39.9999038158844,418000,,55,FOURTH ST,,1930,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1996,
"This 1902 cottage has features of the Prairie Box style in its hipped roof with hipped dormers and slightly flared eaves. The aluminum siding covers the original decorative shingles, and wide v-joint siding. In 1909, the owner was H.C. Brice, civil engineer.",2207,11310,Y,2,100.000358475,40.0000716956834,5460000,,211,FOURTH ST,,1902,,T AKERMAN,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2001,
Harvey Streight was manager for the Brackman-Ker Milling Company and lived in this house on Fourth Street. It was designed by J.B. Wbitburn and the main facade has features of the Tudor Revival style in its two gables with stucco and false half-timbering. Behind the gables is a hipped roof with shed dormer.,2208,481,Y,2,180.1689725,62.4090920729234,1421000,,214,FOURTH ST,HARVEY STREIGHT HOUSE,1920,H.J. EMERY,"WHITBURN, JAMES B.",N,0,1,2,0,130.44,130.44,2,130.44,242.76,373.19,0,0,0,,Unknown,,0,0,
"215 Fourth Street was built in 1900 and has a side gabled roof with prominent, front-facing gable dormer. The front facade is covered in vertical siding, but clapboard still covers the side facade and patterned shingles decorate the gable. E.J. Wilkinson, accountant, occupied the house in 1909.",2209,2870,Y,2,133.538703,56.8026611783163,5462000,,215,FOURTH ST,E.J. WILKINSON HOUSE,1900,R.K. CHAPMAN,,N,7.6,1,2,0,111.11,105.07,1,94.67,208.01,302.68,0,0,0,,Unknown,,0,0,
"This house was a simple hipped roofed cottage with a bay window, but has been altered to its present form. The carved front door is original. Calbick was a constable at the Provincial jail.",2210,8802,Y,2,246.782325,85.3394923113301,1422100,,218,FOURTH ST,G.A. CALBICK HOUSE,1896,G.A. CALBICK,,N,7.53,1,2,0,213.03,213.03,2,74.79,393.91,468.7,0,0,0,,Authorization Pending,,0,0,
Supporting Listing,2211,3061,Y,2,143.774285,49.1906000073596,5814000,,223,FOURTH ST,,1939,J.F. COLBOURNE,McCARTER & NAIRNE,N,0,1,2,0,125.51,125.51,2,124.21,178.47,302.68,0,0,0,,Unknown,,0,0,
"This 1923 house was built for F. Burndall and features a side gabled roof, front-facing, chamfered cross gable, and exposed beam ends with braces. The original wood siding has been covered with stucco.",2212,3062,Y,2,158.380549,54.3134875375121,5815000,,225,FOURTH ST,F. HURNDALL,1923,F. HURNDALL,,N,0,1,2,0,84.08,82.22,4,82.22,125.42,207.64,0,0,0,,Unknown,,0,0,
"This Colonial Revival style house was built in 1929. The symmetrical facade has balanced windows and a centred door, accentuated by a triangular pediment and sidelights. The gambrel roof has a front-facing extended shed dormer.",2213,3065,Y,2,104.8995145,42.6702482328147,5818000,,233,FOURTH ST,,1929,MRS. C.M. RICHARDS,,N,0,1,2,0,81.01,81.01,1,81.01,162.02,243.03,0,0,0,,Unknown,,0,0,
"239 Fourth Street was built in 1893. It features a cross gabled roof, wrap porch, and one-storey bay. The exterior has been stuccoed over and the porch enclosed.",2214,3064,Y,2,169.5684605,60.464510477675,5817000,,239,FOURTH ST,,1893,,,N,0,0,2,0,117.34,117.34,3,0,213.77,213.77,0,0,0,,Unknown,,0,0,
"This house was built around 1909 and has a simple hipped roof with hipped dormer. The exterior is clad in siding with a wide band of trim at the cornice line. C.S Davis, a druggist was the owner in 1909.",2215,3216,Y,2,140.326221,49.4851639572069,6113000,,312,FOURTH ST,,1907,SAUL NORMAN,,N,0,0,1,0,92.44,92.44,1,0,92.44,92.44,0,0,0,,Unknown,,0,0,
"This house was built before 1916, probably 1910, and features a pyramidal hipped roof with hipped dormers and partial-width porch. Alterations include the exterior cladding, aluminum windows, and decorative shutters.",2216,3196,Y,2,176.2472,53.8067029562627,6089000,,313,FOURTH ST,,1862,WILLIAM CLARKSON,WILLIAM CLARKSON,N,0,1,3,0,141.12,141.12,3,141.12,295.71,436.83,0,0,0,20010601080000,Multiple Suites,,0,0,
"Built in 1 908, this variation of the Classic Frame style has a gable-on-hip roof and wrap porch supported by classical columns. The original resident was J.R. Coon, a barber.",2217,3215,Y,2,135.781595,48.6528343274709,6112000,,316,FOURTH ST,J.R. COON HOUSE,1908,,,N,9.57,1,3,0,119.94,119.94,2,79.43,269.05,348.48,0,0,0,19980701080000,Registered Unauthorized (Pre-1998),,0,0,
"This 1930 Eastern Cottage style house has a cross gabled roof, with the side gable chamfered. An eyebrow pediment covers the entry porch. The exterior is stuccoed, a typical feature of the style.",2218,3194,Y,2,132.4909325,48.2147619937265,6086000,,317,FOURTH ST,,1930,F.X. CORMIER,,N,0,1,2,0,110,110,2,109.35,158.86,268.21,0,0,0,20050601080000,Not Allowed,,0,0,
"Built in 1908, the appearance of this house has been greatly altered by synthetic siding, aluminum-frame windows, decorative shutters, porch design, and additions to the main house.",2219,3214,Y,2,152.522355,56.4430878587985,6111000,,318,FOURTH ST,E. WALMSLEY HOUSE,1908,W.N. HUTCHINSON,,N,0,1,2,0,112.97,112.97,1,96.25,209.22,305.47,0,0,0,,Unknown,,0,0,
"Built in 1911, this cottage shows elements from the Prairie style, such as the hipped roof and hipped dormers with slightly flared eaves. Alterations include the exterior cladding and front steps.",2220,3191,Y,2,184.75077,57.6567862330443,6083000,,319,FOURTH ST,,1911,,,N,7.47,1,2,0,120.68,119.84,2,118.82,208.66,327.48,0,0,0,19980701080000,Registered Unauthorized (Pre-1998),,0,0,
"320 Fourth Street was built in 1905 using the A-frame shape, typical of the Shingle style. The partial-width porch is set under the main roof line and supported by classical columns. Robert Lane, carpenter, lived at this address in 1909.",2221,3213,Y,2,165.53795,53.5706329391679,6110000,,320,FOURTH ST,ROBERT LANE HOUSE,1909,ROBERT LANE,,N,0,1,2,0,107.02,107.02,2,101.45,172.8,274.25,0,0,0,19980701080000,Registered Unauthorized (Pre-1998),20001208080000,0,0,
"McLeod and McLeod built this Prairie style house in 1913 as the manse for Queens Avenue Methodist Church. Reverend C.W. Houghton was the first resident. The hipped roof has slightly flared eaves, exposed rafters, and hipped entry porch. The lower facade is covered with clapboard, the upper, with shingles.",2222,3190,Y,2,151.78979,52.3070472926651,6082000,,323,FOURTH ST,REV. C.W. HOUGHTON HOUSE,1913,QUEEN'S AVE METH CHR,,N,0,1,2,0,94.48,94.48,1,89.19,184.41,273.6,0,0,0,,Unknown,,0,0,
"Built in 1905, this cottage shows the typical Queen Anne style roof line, irregular in shape, composed of a hipped roof with gable dormers and a gable projected over a one-storey bay window. With the exception of shingles in the gable, the exterior is clad in stucco. E.C. Traves was the manager at Pat Burns and Company, Meats.",2223,3212,Y,2,162.985197,57.4198606003965,6109000,,324,FOURTH ST,E.C. TRAVES HOUSE,1905,R. WHITMORE,,N,6.48,1,2,0,130.06,130.06,2,130.06,185.16,315.22,0,0,0,20140725070000,Authorized (Within Existing Home),,0,0,
"Cuthbert Coleman Worsfold was the district engineer for the Department of Public Works Canada and the first resident of 325 Fourth Street. The house, built in 1907, has a moderately pitched front gabled roof, wrap porch with turned spindle supports, and asymmetrical facade.",2224,3188,Y,2,185.6621375,60.401295150438,6080000,,325,FOURTH ST,C.C. WORSFOLD HOUSE,1907,,,N,0,1,2,0,146.14,146.14,1,76.83,263.94,340.77,0,0,0,,Unknown,,0,0,
"326 Fourth Street was built in 1908, having the A-frame shape of the Shingle style. The original owner was Frank Pearson, owner of Pearson Electric Company, and later manager of the electrical department of Lee's Limited of New Westminster.",2225,3211,Y,2,138.35425,49.1433133562201,6108000,,326,FOURTH ST,FRANK PEARSON HOUSE,1908,,,N,0,0,2,0,102.66,102.66,1,0,151.15,151.15,0,0,0,,Unknown,,0,0,
"Built in 1912 by B.S. Robinson for Robert Lane, this house shows a primary influence from the Classic Box, Colonial Revival style. It has a symmetrical facade, moderately pitched roof, and accentuated entrance. The flared eave line of the hipped roof and dormer show a secondary influence from the Prairie style.",2226,3210,Y,2,229.98565,62.6520222368893,6107000,,328,FOURTH ST,ROBERT LANE HOUSE,1912,ROBERT LANE,,N,0,1,3,0,137.59,137.59,8,135.45,296.08,431.53,0,0,0,19980701080000,Multiple Suites,,0,0,
"Built in 1 911 by Bowyer and Wickham, with a design by Wickham, 331 Fourth Street shows the typical A-frame with extended shed dormers of the Shingle style. The gable peak is decorated by false half-timbering.",2227,3185,Y,2,125.6352185,48.8324160160459,6077000,,331,FOURTH ST,,1911,BOYER & WICKHAM,WICKHAM,N,6.83,1,2,0,84.17,84.17,1,57.51,127.65,185.16,0,0,0,,Unknown,,0,0,
"This 1931 house is designed in the Western Gothic style, with three steeply pitched front-facing gables. Decoration consists of trim at the cornice line, verge boards, arched entry, and window boxes. The first resident was Percy Copp, of Copp Shoes.",2228,3207,Y,2,169.90625,56.0151892695389,6104000,,334,FOURTH ST,PERCY COPP HOUSE,1931,PERCY COPP,,N,0,1,2,0,113.9,113.9,1,113.9,196.58,310.48,0,0,0,,Unknown,,0,0,
Supporting Listing,2229,3183,Y,2,112.372484,45.8118406260055,6076000,,335,FOURTH ST,,1892,,,N,0,1,2,0,90.12,90.12,1,69.21,159.33,228.54,0,0,0,,Unknown,,0,0,
"The Vancouver architectural firm of McCarter and Nairne designed this elaborate Tudor Revival house for Dr. Albert 'Webster' Bowles. Bowles came to New Westminster in 1931 and specialized in eye, ear, nose, and throat medicine; he was also a former president of the New Westminster Medical Association. His Fourth Street house features three front gables with stucco and half-timbering. Its name comes from the three birch trees which are growing in the front yard.",2230,3182,Y,2,190.49225,65.7453760854211,6074000,,337,FOURTH ST,THE THREE BIRCHES- DR. ALBERT BOWLES HSE,1939,DR. ALBERT BOWLES,MCCARTER & NAIRNE,N,0,1,2,0,129.04,129.04,1,125.23,261.71,386.94,0,0,0,,Unknown,,0,0,
"Built in 1932, 410 Fourth Street is a good example of the Eastern Cottage style, with its stucco exterior, chamfered roof line, and small entry porch.",2231,3626,Y,2,147.92434,53.4785169827788,6735000,,410,FOURTH ST,,1932,F.W. CLARKE,,N,0,1,2,0,103.12,103.12,1,100.8,143.81,244.61,0,0,0,,Unknown,,0,0,
"411 Fourth Street was built in 1939, using design elements from the Normandy style of residential architecture. It features a cross gabled roof with gable dormer and corner turret, and has round arched entry and end porches.",2232,3606,Y,2,147.4507,53.4329696790561,6719000,,411,FOURTH ST,,1939,MRS. H.T. KIRK,,N,0,1,2,0,95.23,95.23,1,82.03,153.85,235.88,0,0,0,,Unknown,,0,0,
"Cottage style. It has the characteristic chamfered roof line and small entry porch, but the stucco exterior has been replaced by modern siding.",2233,3627,Y,2,156.7259525,55.3574228281934,6736000,,412,FOURTH ST,,1931,F.W. CLARKE,,N,0,1,2,0,102.75,102.75,1,100.8,143.44,244.24,0,0,0,,Unknown,,0,0,
"This house was built for William Beadle, a brick layer and stone mason who was later killed in a mine disaster at Britannia. It has a simple front gabled roof line with fish scale shingles in the peak. The roof pitch, however, suggests the Classic Frame style. The front entry remains original; the north addition was built around 1907-12. Another new addition, extensive changes and a new basement were built in 1986.",2234,3607,Y,2,141.783904,55.2436807553504,6720000,,413,FOURTH ST,WILLIAM BEADLE HOUSE,1895,WILLIAM BEADLE,,N,0,1,2,0,178.19,178.19,1,68.56,265.15,333.71,0,0,0,,Unknown,,0,0,
"This 1902 cottage has the hipped roof and hipped dormer with slightly flared eaves, typical of Prairie style houses. The walls of the dormer are decorated by fish scale shingles. The 1909 owner was F.N. Sinclair, a civil engineer.",2235,3630,Y,2,157.449301,54.5536928776689,6739000,,418,FOURTH ST,AVALON-F.N. SINCLAIR HOUSE,1902,FREDERICK SINCLAIR,,N,6.48,1,2,0,114.83,114.83,2,114.83,176.05,290.88,0,0,0,20080401080000,Authorized (Within Existing Home),20090430080000,0,0,
"Built in 1894, 427 Fourth Street retains the irregular roof line, typical of the Queen Anne style, but the exterior has been redone in brick and stucco. The house has gained some notoriety as the scene of a violent crime: Murder at 427 Fourth Street, Henry Jobes Kills Wife, Columbian, June 3, 1911. J.H. Keller, a school teacher was the owner in 1909.",2236,3613,Y,2,123.798004,46.0154876458362,6724000,,427,FOURTH ST,,1894,,,N,0,1,2,0,72.93,72.93,1,65.96,137.5,203.46,0,0,0,,Unknown,,0,0,
"This Queen Anne house was designed by architect, G.W. Grant for Louis P. Eckstein, Queens Counsel. The design shows a hipped roof, lower cross gables, asymmetrical facade, and second storey porch with spindle work, bay windows, and scrolled brackets. The home later belonged to T.S. ('Tom') Annandale. Annandale's grocery business on Columbia Street was burned in the 1898 fire and quickly rebuilt. He served as mayor of the City from 1923 until 1926.",2237,3849,Y,2,181.1203635,59.945627554369,7096000,,428,FOURTH ST,INGLENOOK-T.S. ANNANDALE HOUSE,1892,L.P. ECKSTEIN,"GRANT, GEORGE W.",N,0,1,3,0,120.12,120.12,4,119.57,331.66,451.23,0,0,0,,Unknown,,0,0,
"Known as the Gray house, 431 Fourth Street was built for W.H. Falding, who was registrar of the Supreme Court of B.C. Falding sold the house in 1902 to Henry J. Cambie, consulting engineer for the C.P.R. In 1907, Herbert Gilley bought it for Minnie Kelly. In 1929, the house was bought by George Gray. He was a steamroller driver for the City of New Westminster. His brothers included A. Wells Gray. The Gray house has been restored through the efforts of the New Westminster Heritage Preservation Society with financial assistance from the B.C. Heritage Trust. The house was designated as a Municipal Heritage Site on August 26, 1985, with the cooperation of its owners, G. Schutz and G. Cooper.",2238,3615,Y,2,124.8309745,46.7289365181638,6726000,,431,FOURTH ST,GRAY-FALDING HOUSE,1890,W.H. FALDING,,N,0,1,2,0,93.09,93.09,1,93.09,114.83,207.92,0,0,0,,Unknown,,0,0,
Alexander Gunn was the first owner of this Pioneer Tent style house. It features a steeply pitched gabled roof with wrap porch and a side cross gabled addition built in 1911 by Hugh Gunn.,2239,3616,Y,2,117.704086,47.5472194738236,6727000,,439,FOURTH ST,ALEXANDER GUNN HOUSE,1894,,,N,0,1,2,0,92.35,92.35,1,42.36,177.07,219.44,0,0,0,,Unknown,,0,0,
"Built in 1937 by Frederick Kalley for D. Robson, as a wedding present from J.G. Robson of the Timberland Lumber Company, this Colonial Revival house features an asymmetrical facade composed of a cross gabled roof, different sized hipped dormers, one-storey bay extending from the side gable, and small entry porch between the gables.",2240,4595,Y,2,162.0645,54.7444950504006,8536000,,504,FOURTH ST,D. ROBSON HOUSE,1937,D. ROBSON,"KALLEY, FREDERICK",N,0,1,2,0,128.02,128.02,1,128.02,214.98,343,0,0,0,,Unknown,,0,0,
"This 1910 cottage takes its roof line from the Prairie style. It has a hipped roof, hipped dormer, and porch roof, all having a low pitch and slightly flared eave line.",2241,4596,Y,2,176.28855,55.9982463666498,8538000,,510,FOURTH ST,,1910,HARLEY MILLER,,N,0,1,2,0,107.02,107.02,1,78.04,130.53,208.57,0,0,0,,Unknown,,0,0,
"Alfred Ivens, a longshoreman, was the owner of this 1909 house. Its Classic Box design features a 'tall' facade, hipped roof, hipped dormer, and full-width porch. Modern shingles cover the original siding.",2242,4597,Y,2,145.0792,53.1385317206413,8539000,,512,FOURTH ST,ALFRED IVENS HOUSE,1909,WILLIAM RAY,,N,0,1,2,0,70.79,70.79,1,70.79,140.38,211.17,0,0,0,,Unknown,,0,0,
"515 Fourth Street was built in 1940 and shows the combination of design details from the Colonial Revival style with the simplicity of the then emerging Minimal Traditional style. It has a cross gabled roof with gable dormers, one-storey bay window, and witches cap over the entry porch.",2243,4575,Y,2,152.5048,57.1928620330633,8515000,,515,FOURTH ST,,1940,DAVE RANKIN,,N,0,1,2,0,123.47,123.47,1,121.15,163.79,284.93,0,0,0,,Unknown,,0,0,
Primary style influences in this 1911 house come from the Classic Frame style with its moderately pitched gabled roof and full-width porch under a separate roof which extends out at the first storey line. Secondary influences from the Shingle style are apparent in the A-shaped front gable.,2244,4599,Y,2,196.33318,65.5754635685499,8541000,,516,FOURTH ST,,1911,WILLIAM LANE,,N,0,1,2,0,110.28,110.28,1,84.26,194.54,278.8,0,0,0,,Unknown,,0,0,
"Built in 1912 by H.F. Martin for Arthur Davis, this house has a low pitched front gabled roof, with stucco and decorative half -timbering in the gable. The partial-width porch has been enclosed, leaving only a small entry porch.",2245,4601,Y,2,199.068412,57.747766680224,8543000,,520,FOURTH ST,ARTHUR DAVIS HOUSE,1912,ARTHUR DAVIS,,N,0,1,1,0,152.55,152.55,1,149.11,152.55,301.66,0,0,0,,Unknown,,0,0,
"The Malins Block is located behind the Bank of Commerce and was built in 1911 by architects Gardiner, Mercer, and Gardiner. The brick, two storey structure is Edwardian Classical in appearance featuring a red brick exterior with decorative entablature. The building is in fair condition and is used as a cabaret and retail space.",2246,51,Y,1,307.241678,70.8045088272024,253001,,535,FRONT ST,MALINS BLOCK,1911,ARTHUR MALINS,GARDINER & MERCER,N,8.23,0,2,0,308.9,308.9,0,0,617.81,0,617.81,0,0,,Unknown,,0,0,
"The Ellis Block on Front Street was built in 1899 in conjunction with the Ellis Block at 548 Columbia Street. The architect was J. Gerhard Tiarks of Victoria and the building's style is Victorian Italianate. The two storey structure is brick, concrete, and stone with a painted brick exterior featuring a decorative cornice and window details. The building is presently used as a restaurant and bath house and is in fair condition.",2247,50,Y,1,402.12450305,80.2125104851427,253000,,553,FRONT ST,,1899,,TIARKS & RATTENBURY,N,0,0,2,0,367.9,367.9,0,0,735.79,0,735.79,0,0,,Unknown,,0,0,
"The Fraser River Market was opened in 1983 by the First Capital City Development Corporation on the original site of the 1892 City Market. The new public market was an interim facility, being located in an existing warehouse building, between the railroad and the Fraser River. Local business people were leased stalls within the building to sell their goods and services to the tourists and local residents. The market only operated on Friday, Saturday and Sunday during the summer months. During its short time of operation, it acquired some success because of its location along the waterfront, which provided panoramic views of the River, the Surrey shoreline, the Pattullo Bridge and the mountains beyond. The facility operated until 1986, when the Westminster Quay Market was opened at the foot of Eighth Street. The Fraser River Market building was demolished in 1987 to make way for a parking area for the Quay Market.",2248,11213,Y,1,2909.06876626,330.479133031974,112000,,660,FRONT ST,FRASER RIVER MARKET/WAREHOUSE,1914,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1986,
"Moved from 416 East Columbia Street in 1948, this Neoclassic Rowhouse features a pyramidal hipped roof with flared eaves, and a small hipped dormer. The full-width porch is set under the main roofline, and is supported by classical columns. The original exterior siding has been replaced by shingles. Henry Barker, an early resident of the house, was a local contractor.",2249,848,Y,3,102.38175,45.0043927248465,2884000,,401,GARRETT ST,HENRY BARKER HOUSE,1907,HENRY BARKER,,N,0,1,1,0,52.49,52.49,1,23.41,52.49,75.9,0,0,0,,Unknown,,1948,0,
"408 Garrett has a steeply pitched gabled roof, and shed dormer common to the Pioneer Tent style. The full-width porch is covered by a hipped roof, and supported by wide, shingle covered columns. The side shed roof addition was constructed in 1937.",2250,880,Y,3,92.8454,42.120134409735,2916000,,408,GARRETT ST,,1931,B. UNDERHILL,,N,5.58,1,2,0,103.03,103.03,1,84.36,143.26,227.61,0,0,0,,Unknown,,0,0,
"Built in 1931, the Gatehouse with its twin towers was built to resemble a fortress-like castle. This building will be preserved in the redevelopment of the B. C. Penitentiary lands. It may be recycled for local commercial uses by the developers of the site.",2251,1111,Y,3,461.4448,111.333940656496,3185000,,319,GOVERNORS CRT,THE GATEHOUSE,1929,GOVERNMENT OF CANADA,,N,8.69,1,2,0,460.61,460.61,0,460.61,921.23,0,1381.84,0,0,,Unknown,,0,0,
"Maclure and Clow designed the Queen Anne Cottage at 112 Granville Street for E. W. Ogle, a clothier. T. S. Forfar was the contractor. The house cost $2,000 to build. Later, G. W. Martin, a barrister lived in this cottage. It is divided into three suites.",2252,440,Y,Sup,148.767,54.4118758206156,1367000,,112,GRANVILLE ST,E. W. OGLE HOUSE,1890,E.W. OGLE,"CLOW,C. & MCCLURE,S.",N,0,1,2,0,133.04,133.04,3,133.04,181.81,314.85,0,0,0,19980701080000,Multiple Suites,,0,0,
Supporting Listing,2253,447,Y,Sup,179.919256,63.43692239472,1375000,,116,GRANVILLE ST,,1939,J.A. McDONALD,,N,0,1,2,0,193.05,193.05,2,70.7,289.3,360,0,0,0,20040601080000,Authorized (Within Existing Home),,0,0,
"Built in 1931, 118 Granville Street is a delightfully styled English Builder (or Western Gothic) home. The house, with its steeply pitched roof and cross gable, small narrow gable air vents, casement windows and light brown stucco exterior was the residence of R. A. McLellan. The English Builder (period revival) home adds to the high styled character of the homes on Granville Street.",2254,448,Y,Sup,126.743985,47.2401309614107,1376000,,118,GRANVILLE ST,R.A. MCLELLAN HOUSE,1937,R.A. McLELLAN,,N,0,1,2,0,109.07,109.07,2,109.07,167.04,276.11,0,0,0,,Unknown,,0,0,
"In the late 1960's, fashions of domestic architecture shifted back toward the styles based on traditional (as with period houses) rather than modern architectural detail. The high styled Neo-French Provincial home at 122 Granville was designed by Tynan Design Services Ltd. in 1981. The house features a mansard roof, arched cornice windows and a brick facade. The mansard roof creates a dramatic decorative effect with its slightly sloping shingled upper walls.",2255,454,Y,Sup,206.046153,62.2095891544834,1383000,,122,GRANVILLE ST,,1981,SIDNEY DEVRIES,TYNAN DESIGN,N,6.1,0,2,0,169.36,169.36,1,0,325.72,325.72,0,0,0,,Unknown,,0,0,
"In 1896, A. J. McColl was the first resident of 126 Granville Street, a Late Victorian home with Queen Anne and Colonial features. A. J. McColl was appointed Chief Justice for British Columbia's Supreme Court. A later resident (1905) was L. A. Lewis of the Brunette Sawmills. Extensive alterations have occurred both in the interior and exterior. In 1961, the home was converted into a 27 room personal care home, Queen's Park Rest Home. The exterior has been stuccoed, a rear addition constructed and side verandah enclosed. Interesting features include the corner bay window, the arched inset balcony, arched front center window and stained glass windows.",2256,455,Y,Sup,264.763081,78.257457383114,1384000,,126,GRANVILLE ST,A.J. MCCOLL HOUSE,1896,A.J. McCOLL,,N,0,1,3,0,223.06,223.06,1,96.25,486.9,583.15,0,0,0,,Unknown,,0,0,
"718 Hamilton Street presents a version of the Classic Frame style, with its gabled roof, set on a rectangular box. Some design elements hint at the earlier Italianate style, such as the second floor, placed on a hipped roof. The exposed rafters suggest a further influence from the Craftsman style.",2257,10783,Y,2,100.000358475,40.0000716956835,11041000,,718,HAMILTON ST,,1911,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2004,
"720 Hamilton Street has been covered by stucco, but retains many of its original elements, identifying its Craftsman styling. It has a low pitched gabled roof, exposed rafters, beam ends with braces, and clinker brick pier supporting a heavy squared post at the corner of the porch.",2258,10784,Y,2,100.0002907,40.00005814066,11041000,,720,HAMILTON ST,,1912,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2004,
"This 1912 Craftsman style house features a side gabled roof with twin front gabled dormers, extended eaves, exposed rafters, elephantine piers with stone pedestals, and bracketed cornices. The upper storey balcony, dormers, and stained glass headers on the dormer windows are included among this house's decorative design elements. A. H. Thomas was the manager of Shelly Bros. Ltd.",2259,4830,Y,3,176.744,55.0782570337215,9004000,,1011,HAMILTON ST,A. H. THOMAS HOUSE,1912,J. McCULLOUGH,,N,0,1,2,0,126.44,126.44,2,126.44,252.88,379.32,0,0,0,19980701080000,Registered Unauthorized (Pre-1998),,0,0,
"This side gabled version of the Craftsman style has the typical wide unenclosed eaves, exposed roof rafters, and decorative brackets. The house has a front gable dormer, recessed front porch, stucco siding, and ornamental stained glass headers and sidelights. T. H. Furness was a street superintendant for the City of New Westminster, responsible for much of the street grading and drainage work done in the West End in 1910.",2260,4831,Y,3,118.4618,45.4935814738794,9005000,,1013,HAMILTON ST,T.H. FURNESS HOUSE,1912,McCULLOUGH & GOSTICK,,N,0,1,2,0,63.45,63.45,1,63.45,126.91,190.36,0,0,0,,Unknown,,0,0,
"Built in 1912, this example of the Classic Box Style has a hipped roof, and full-width porch common to this housing style. The small second floor balcony is unusual, as is the ornamental modillion-like brackets on the cornice of the house.",2261,4832,Y,3,133.7298,48.8142606991093,9006000,,1015,HAMILTON ST,,1912,McCULLOUGH & GOSTICK,,N,6.48,1,2,0,90.58,90.58,2,90.58,181.16,271.74,0,0,0,19981101080000,Registered Unauthorized (Pre-1998),20131217160000,0,0,
"Built by H. Morgan in 1911, this Shingle style house shows the characteristic A-frame roof with pent, recessed front porch, and shed dormers. Decoration comes from the contrasting wood trim, Victorian style windows, and modillion-like brackets.",2262,4943,Y,3,155.62785,56.0715646660096,9128000,,1210,HAMILTON ST,,1911,H. MORGAN,,N,0,1,2,0,83.33,83.33,1,74.14,129.23,203.36,0,0,0,,Unknown,,0,0,
"Built in 1911 by H. Morgan, who also built 1210 Hamilton, this house has the same A­frame shape, and prominent shed dormers. Other characteristic features of the house include modillion-like brackets along the cornice, and decorative headers on the front windows. George Phillips, who lived in the house in 1913, was a piano tuner for the Columbia Piano House.",2263,4944,Y,3,131.37465,50.6832047815076,9129000,,1212,HAMILTON ST,,1911,H. MORGAN,,N,0,1,2,0,98.94,98.94,1,98.94,139.63,238.58,0,0,0,,Unknown,,0,0,
"Built in 1893, this house is a unique example of the Pioneer Tent style. The original design of the house has been altered by a hipped roof addition, and a triangular pediment over the door. W. Follis was a plumber for Cunningham Hardware, and a long term resident of the house after 1909.",2264,4371,Y,3,100,40,4259000,,128,HARVEY ST,,1891,,W FOLLIS,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2009,
Supporting Listing,2265,11758,Y,Sup,23.42162515,20.1904480166397,504000,,35,HASTINGS ST,,1934,,,N,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unknown,,0,0,
"This house, built around 1908, has a low pitch hipped roof with slighty flared eaves typical of the Prairie Box style. The partial­width porch has a hipped roof cover, and the house has manufactured shingle cladding. Joseph Irwin was a salesman with B. C. Securities.",2266,1677,Y,3,118.1422,45.0243297025299,3947001,,357,HOSPITAL ST,J.W. IRWIN HOUSE,1908,J.W IRWIN,,N,0,1,2,0,90.12,90.12,1,58.9,149.02,207.92,0,0,0,,Unknown,,0,0,
